"","statefips","state","state_name","total","top_01","top_05","top_10","top_25","top_50","top_75","agi_01","agi_05","agi_10","agi_25","agi_50","agi_75","total_agi","sum_agi_01","sum_agi_05","sum_agi_10","sum_agi_25","sum_agi_50","sum_agi_75","total_sal_num","total_sal_amt","num_sal_01","sum_sal_01","num_sal_05","sum_sal_05","num_sal_10","sum_sal_10","num_sal_25","sum_sal_25","num_sal_50","sum_sal_50","num_sal_75","sum_sal_75","total_int_num","total_int_amt","num_int_01","sum_int_01","num_int_05","sum_int_05","num_int_10","sum_int_10","num_int_25","sum_int_25","num_int_50","sum_int_50","num_int_75","sum_int_75","total_div_num","total_div_amt","num_div_01","sum_div_01","num_div_05","sum_div_05","num_div_10","sum_div_10","num_div_25","sum_div_25","num_div_50","sum_div_50","num_div_75","sum_div_75","total_businc_num","total_businc_amt","num_businc_01","sum_businc_01","num_businc_05","sum_businc_05","num_businc_10","sum_businc_10","num_businc_25","sum_businc_25","num_businc_50","sum_businc_50","num_businc_75","sum_businc_75","total_cpgain_num","total_cpgain_amt","num_cpgain_01","sum_cpgain_01","num_cpgain_05","sum_cpgain_05","num_cpgain_10","sum_cpgain_10","num_cpgain_25","sum_cpgain_25","num_cpgain_50","sum_cpgain_50","num_cpgain_75","sum_cpgain_75","total_scorp_num","total_scorp_amt","num_scorp_01","sum_scorp_01","num_scorp_05","sum_scorp_05","num_scorp_10","sum_scorp_10","num_scorp_25","sum_scorp_25","num_scorp_50","sum_scorp_50","num_scorp_75","sum_scorp_75","total_tax","sum_tax_01","sum_tax_05","sum_tax_10","sum_tax_25","sum_tax_50","sum_tax_75","Year","avg_inc_1","avg_inc_5","avg_inc_10","avg_inc_25","avg_inc_50","avg_inc_75","avg_tax_rate_01","avg_tax_rate_5","avg_tax_rate_10","avg_tax_rate_25","avg_tax_rate_50","avg_tax_rate_75","true_sum_sal_10","true_sum_int_10","true_sum_div_10","true_sum_businc_10","true_sum_cpgain_10","true_sum_scorp_10","true_sum_sal_05","true_sum_int_05","true_sum_div_05","true_sum_businc_05","true_sum_cpgain_05","true_sum_scorp_05","true_sum_sal_25","true_sum_int_25","true_sum_div_25","true_sum_businc_25","true_sum_cpgain_25","true_sum_scorp_25","true_sum_sal_50","true_sum_int_50","true_sum_div_50","true_sum_businc_50","true_sum_cpgain_50","true_sum_scorp_50","true_sum_sal_75","true_sum_int_75","true_sum_div_75","true_sum_businc_75","true_sum_cpgain_75","true_sum_scorp_75","true_sum_agi_05","true_sum_agi_10","true_sum_agi_25","true_sum_agi_50","true_sum_agi_75","SalPerc01","SalPerc05","SalPerc10","SalPerc25","SalPerc50","SalPerc75","BusPerc01","BusPerc05","BusPerc10","BusPerc25","BusPerc50","BusPerc75","DivPerc01","DivPerc05","DivPerc10","DivPerc25","DivPerc50","DivPerc75","CapPerc01","CapPerc05","CapPerc10","CapPerc25","CapPerc50","CapPerc75","IntPerc01","IntPerc05","IntPerc10","IntPerc25","IntPerc50","IntPerc75","SCorpPerc01","ScorpPerc05","ScorpPerc10","ScorpPerc25","ScorpPerc50","ScorpPerc75"
"278",18,"IN","Indiana",2820291,28203,141015,282029,705073,1410146,2115218,340227,154922,115816,72398,37116,17749,167262000000,23662770.149,47147317.333,65789626.589,104243000,141385000,160355000,2348887,120035000000,24749,9406563.888,126355,25576485.822,255603,40085545.127,637297,70289940.61,1259871,99906227.806,1861869,115274000,763059,976951751,25225,307203.662,101068,460078.956,174221,539527.55,344733,688513.664,530128,827808.076,645115,909191.398,490888,2793609021,21944,1056087.025,83056,1615233.801,135976,1866189.388,249006,2261618.489,363458,2570540.529,430603,2703990.534,384703,4552881441,7428,643327.824,31069,1466534.133,55899,1868820.977,123671,2587117.824,213096,3359290.688,281334,3907068.607,406181,6164308374,22179,3756252.67,78682,4812358.032,123139,5201692.063,215154,5724496.86,307170,6036734.011,359389,6138164.952,150200,10621947225,17566,7513571.063,47464,9404910.571,65597,9865288.225,98356,10329992.397,127019,10570258.003,140897,10625158.76,19706879817,6425437.634,10325462.901,12655851.508,16297292.348,18940710.238,19658868.88,2014,839016.067404177,208174.194092827,132201.832839293,90896.8651275045,52678.2333176848,26905.0536682779,0.271542071935798,0.166067722594076,0.125005361460248,0.0946975653105724,0.0711705855904367,0.0378575984185555,14509059.305,79448.594,250955.587,402286.844,389334.031,460377.653999999,16169921.934,152875.294,559146.776,823206.309,1056105.362,1891339.508,30204395.483,148986.114,395429.101,718296.847,522804.797,464704.172,29616287.196,139294.412,308922.04,772172.864,312237.151,240265.606000001,15367772.194,81383.322,133450.005,547777.919,101430.941000001,54900.7569999993,23484547.184,18642309.256,38453373.411,37142000,18970000,0.39752589526791,0.688534541769515,0.77828659023722,0.785481033358694,0.797379979430295,0.810109235318924,0.0271873419700688,0.0350531054548435,0.0215792388419114,0.0186796835565673,0.0207897491788272,0.0288760104902478,0.0446307434991769,0.0238091359232571,0.0134616148436241,0.010283339689695,0.00831732378439503,0.00703479204006325,0.158741036926259,0.0449702246215555,0.0208844315183053,0.0135958109945809,0.00840657883258843,0.00534691307327362,0.0129825738941636,0.00650961216336135,0.00426173565243424,0.00387446147851832,0.00375032071509343,0.00429010658935161,0.317527111816937,0.0805354897065492,0.0246953125644468,0.012084873985778,0.00646883867320017,0.00289408313125985
"279",19,"IA","Iowa",1320614,13206,66031,132061,330154,660307,990461,364405,166416,124172,80265,43483,22148,86642418580,11300341.688,23130637.733,32495190.774,52054249.707,71887954.151,82510790.876,1111990,58856761775,11417,4116139.484,57222,11265026.604,115903,17881588.868,291406,32332966.292,578331,47317719.765,862568,55805494.188,510287,763250181,12434,191421.555,54786,305655.788,100330,375380.547,213897,501599.973,353394,632866.548,440103,706173.534,303114,1591379157,10585,477357.193,43349,799544.902,74660,965580.512,143685,1223128.888,221261,1439129.519,266609,1530914.019,197942,2371385303,3478,255650.453,15197,688215.455,27834,919612.513,63331,1322677.678,115362,1799306.117,151721,2094760.018,256793,3760203641,10739,1929190.108,41159,2634065.683,68340,2933974.754,125972,3331164.46,190176,3613092.159,226849,3715924.978,95502,5513754575,8621,3477769.393,26481,4634827.394,38229,4952324.086,59825,5293380.59,79626,5462321.597,89001,5511124.759,10170297976,3025123.213,5028327.181,6216934.909,8077635.39,9582269.024,10111325.451,2014,855697.538088748,223952.599053478,141822.702423141,98736.7495721707,60074.2820571069,32175.3991319202,0.267701924111943,0.169328304243632,0.126926263623691,0.0951324134445257,0.0758624612083082,0.0498036862182874,6616562.264,69724.759,166035.61,231397.058,299909.071,317496.692,7148887.12,114234.233,322187.709,432565.002,704875.575,1157058.001,14451377.424,126219.426,257548.376,403065.165,397189.706,341056.504,14984753.473,131266.575,216000.631,476628.439,281927.699,168941.007,8487774.423,73306.9859999999,91784.5,295453.901,102832.819,48803.1620000005,11830296.045,9364553.041,19559058.933,19833704.444,10622836.725,0.364249117207756,0.604286409469984,0.706553984480763,0.738858524507928,0.755519651677229,0.799012038189828,0.0226232498147803,0.0365641739103242,0.0247098881267365,0.0206075949962986,0.02403123634043,0.0278130887867902,0.0422427220503352,0.0272341205811304,0.0177302226035841,0.0131677284107706,0.01089058433889,0.00864030036195441,0.170719626119681,0.0595822431086086,0.0320259888204952,0.0203071992042451,0.0142145759908854,0.00968035390753878,0.0169394484065268,0.00965607560161442,0.0074456045787482,0.00645324636693245,0.00661835893393633,0.00690088607193574,0.307757896975195,0.0978046531210031,0.0339040945798408,0.0174372655232696,0.00851787458449838,0.00459417416113967
"280",20,"KS","Kansas",1224464,12245,61223,122446,306116,612232,918348,415904,176335,127733,78700,40740,20108,83948040354,14602605.615,26587561.551,35649730.809,53852638.083,71462105.799,80569722.689,1023391,56041689703,10381,4825522.06,53103,12317597.988,107585,18840128.355,270120,32475656.683,537131,46115312.11,802055,53547338.98,420666,703189300,11374,296338.693,49432,389520.477,89451,439406.142,185598,530388.884,294395,618757.151,357630,663054.299,253917,2314933571,9860,1290898.935,39880,1622323.614,68369,1784874.73,129001,2023003.049,191028,2200277.05,224601,2268816.352,188918,2745124935,4348,475420.693,17786,1042662.149,31341,1319509.932,67489,1776939.516,114913,2227258.803,147992,2500986.896,227463,4727187382,10139,2970480.6,39427,3690395.993,65264,3982501.656,119254,4377813.303,174050,4621879.371,202835,4697169.505,81336,6022469957,8181,4046119.058,24815,5270553.289,35504,5584298.467,53844,5869270.851,69279,5997816.683,76493,6027913.473,10955110174,4076376.878,6234218.899,7449540.095,9238915.937,10534194.422,10919508.957,2014,1192536.18742344,244700.803136102,148019.03301047,99106.5893940219,57525.4730755661,29752.1752864927,0.279154076024123,0.180045886903793,0.134109302243183,0.0983016512178713,0.0735557999758907,0.0423068448809116,6522530.367,49885.665,162551.116,276847.783,292105.663,313745.178,7492075.928,93181.784,331424.679,567241.456,719915.393,1224434.231,13635528.328,90982.742,238128.319,457429.584,395311.647,284972.384,13639655.427,88368.2670000001,177274.001,450319.287,244066.068,128545.832,7432026.87,44297.1479999999,68539.3020000001,273728.093,75290.1339999996,30096.79,11984955.936,9062169.258,18202907.274,17609467.716,9107616.89,0.330456234128734,0.625123360320046,0.719753756667254,0.749085194070961,0.774563754394858,0.816023220976745,0.032557250776645,0.0473294569482846,0.0305498358194536,0.0251294794350442,0.025572566659175,0.0300548536797314,0.0884019584610277,0.0276533915326695,0.0179373295038052,0.013081883866987,0.010066971010085,0.00752549243427829,0.203421271403008,0.0600682553064332,0.0322335254047624,0.0217169510919083,0.013859934436192,0.0082667216802528,0.020293549029058,0.00777489583587902,0.00550482600575589,0.00499825333560615,0.00501822476551682,0.00486374740341103,0.27708199239756,0.102164266396849,0.0346214211043376,0.0156553225103244,0.00729981360442845,0.00330457356337043
"281",21,"KY","Kentucky",1748752,17488,87438,174875,437188,874376,1311564,324326,149374,111354,68731,35032,17210,99140073056,13990094.068,28023841.424,39142120.864,61943937.621,83684500.513,94855470.768,1473686,69964870561,15081,5532496.754,77126,14960001.617,155928,23294602.545,389209,40672634.724,771397,57777582.207,1144715,66840159.886,446116,607351447,15427,196474.849,61731,289185.807,107001,340501.238,211100,434143.536,322868,520910.083,390404,569845.945,262695,1904495566,13291,844901.405,50080,1225122.866,81130,1393166.794,143317,1631599.371,203993,1796580.628,237429,1863531.9,262818,3074892857,5645,513825.42,21824,1075180.524,38499,1324308.938,82400,1751073.086,139719,2195004.966,185367,2557868.636,237428,4463075441,13451,2956688.688,47294,3588170.873,74312,3836052.28,128431,4167300.748,182414,4361831.98,212892,4433202.743,90788,4996806331,10738,3262925.52,29196,4306385.823,40345,4564701.797,59415,4823290.751,76214,4957208.659,84479,4995106.922,11143833429,3692534.266,5931281.439,7237969.634,9293319.604,10738009.762,11116493.545,2014,799982.506175663,200625.40894925,127157.604217894,86925.9882544899,49728.1784769939,25551.8684296001,0.263939202127744,0.159525970947656,0.117526115623516,0.0901397459642781,0.0664513685858433,0.0338810125137156,8334600.928,51315.431,168043.928,249128.414,247881.407,258315.974,9427504.863,92710.958,380221.461,561355.104,631482.185,1043460.303,17378032.179,93642.298,238432.577,426764.148,331248.468,258588.954,17104947.483,86766.547,164981.257,443931.88,194531.232,133917.908,9062577.679,48935.8620000001,66951.2720000001,362863.67,71370.7629999993,37898.2630000003,14033747.356,11118279.44,22801816.757,21740562.892,11170970.255,0.395458152540565,0.671773876488475,0.749630459728758,0.762133665233717,0.78677574117891,0.81126146360865,0.0367278030799871,0.0400003712308529,0.0224071013275414,0.0187162344364068,0.0204195209758509,0.0324827353145611,0.0603928323064368,0.0270933665367319,0.0151142025982394,0.0104567359496389,0.00758863778364769,0.00599332649462865,0.211341587385244,0.0449974029730566,0.0222949430564052,0.0145272840111878,0.00894784707122662,0.00638894933661242,0.0140438547478679,0.00660628666372295,0.00461541115933672,0.00410679109467242,0.00399099818302901,0.00438062772372855,0.23323113512606,0.0743536474278823,0.0232334486099227,0.0113407171347702,0.00615981787892338,0.00339256681692778
"282",22,"LA","Louisiana",1877370,18774,93869,187737,469343,938685,1408028,391510,168199,122372,71007,34521,16750,117532000000,20760953.632,38197115.175,51499745.246,77627671.495,101151000,112761000,1597446,80543423195,15499,5733543.898,81792,17083842.789,168022,27432135.278,421566,48031348.369,835116,67137931.044,1240830,76968539.548,460515,785410742,17152,330184.809,69712,452359.768,120754,512758.53,236670,623310.146,353044,712925.725,414345,755286.462,260635,1939642988,14540,858745.068,53119,1253888.286,85091,1419580.084,150016,1676886.546,208985,1844086.464,238713,1903531.933,356727,4165684176,6805,823665.973,27125,1818082.055,47489,2190319.195,102319,2757951.155,173242,3197473.156,239690,3443340.202,225861,6186621422,14970,4508298.777,51864,5331739.551,80074,5607955.496,135575,5948233.398,184184,6117480.08,207891,6171394.508,107693,9698946865,13517,7151698.146,37405,8801132.099,51381,9171477.504,75443,9531032.062,93840,9678875.415,101961,9705762.481,15434611601,5922897.537,9019143.448,10815981.861,13436537.523,15077202.401,15412892.72,2014,1105835.39107276,232188.049044544,141716.347115098,92781.8521231792,50119.8028409987,24736.7064172684,0.285290244465009,0.177576119799316,0.135073921728993,0.100297116465579,0.0697462894186624,0.0289138948320414,10348292.489,60398.762,165691.798,372237.14,276215.945,370345.405000001,11350298.891,122174.959,395143.218,994416.082,823440.774,1649433.953,20599213.091,110551.616,257306.462,567631.96,340277.902,359554.558,19106582.675,89615.5789999999,167199.918,439522.001,169246.682,147843.353,9830608.50400001,42360.7370000001,59445.4689999998,245867.046,53914.4280000003,26887.0659999996,17436161.543,13302630.071,26127926.249,23523328.505,11610000,0.27616958255533,0.650963164284099,0.777913272320448,0.788398317366974,0.812239758966883,0.846736305254092,0.0396738024466486,0.0570318231766568,0.0279822214113497,0.0217251057198512,0.0186845157098655,0.0211771788113695,0.0413634692905613,0.0226622824654109,0.0124555668402154,0.00984794811298306,0.00710783416404957,0.00512019543496984,0.217152779053998,0.0472260349257077,0.0207640100886633,0.0130235327043233,0.00719484412947878,0.00464379224806204,0.015904125352463,0.00700698709969505,0.00454036244544382,0.00423116687281032,0.0038096470480762,0.00364864229112834,0.344478306380719,0.0945984555678878,0.0278400138185727,0.0137613124965768,0.00628496740878211,0.00231585409130057
"283",23,"ME","Maine",586887,5869,29344,58689,146722,293444,440165,334556,155590,115082,71712,37732,19139,34308746888,4194049.003,9111380.398,12982054.177,20907291.75,28659589.603,32742302.008,484104,23599304384,4881,1740952.558,25102,4832765.695,51142,7619110.179,128921,13485336.88,255607,19323342.636,379047,22501331.868,192970,247798101,5252,61060.703,22359,103749.357,39706,127135.574,81742,167919.776,132115,208340.013,163941,230005.724,117448,847836008,4473,254959.099,17645,447996.938,29518,538504.697,55923,675252.741,84633,776128.981,102076,819190.249,103728,1459357583,1636,145412.857,7521,393461.23,13784,526840.367,31195,778250.267,56560,1076805.778,76886,1289292.459,97189,1692211328,4523,881796.782,17080,1229296.899,27470,1369904.528,49239,1541900.714,72070,1645115.026,85415,1679473.929,35703,1512644877,3281,877316.745,9552,1219760.574,13829,1326529.469,21506,1439252.808,28954,1500333.605,32823,1515495.822,3788054452,1041034.19,1829671.636,2295141.475,3029368.45,3590912.208,3770854.621,2014,714610.496336684,209470.985942492,131902.326767763,90025.7582156691,52836.6424462589,27826.3670844664,0.248216982981207,0.160379153376137,0.120255507329335,0.0926441596528781,0.0724357820930078,0.0440742318218714,2786344.484,23386.217,90507.759,133379.137,140607.629,106768.895,3091813.137,42688.654,193037.839,248048.373,347500.117,342443.829,5866226.701,40784.202,136748.044,251409.9,171996.186,112723.339,5838005.756,40420.237,100876.24,298555.511,103214.312,61080.797,3177989.232,21665.711,43061.268,212486.681,34358.9029999999,15162.2169999999,4917331.395,3870673.779,7925237.573,7752297.853,4082712.405,0.415100671631328,0.628758342409827,0.719860324865677,0.740195690913454,0.753067782830454,0.778401444125232,0.0346712346221959,0.0504436966058904,0.0344588938813797,0.0317226957153326,0.038511873080891,0.052045468777025,0.0607906819442567,0.0392566259000325,0.0233829467859167,0.0172547564335331,0.0130124308834396,0.0105472205064613,0.210249518155189,0.0706684355976785,0.0363263961336278,0.0217023381842789,0.0133140281703776,0.00841570495093443,0.0145588911708765,0.00868126440357596,0.006041898215985,0.00514611727715838,0.00521396852474626,0.00530669536592059,0.209181329157684,0.0696401770578654,0.0275840592868521,0.0142233387910074,0.00787905704324336,0.00371376072961474
"284",24,"MD","Maryland",2733551,27336,136678,273355,683388,1366776,2050163,465701,214618,157919,93614,47098,21556,214672000000,32347846.079,63688664.775,88590443.693,137906000,184078000,206900000,2272317,153434000000,23262,13235350.863,122379,35262527.659,247155,54395241.926,611796,92516507.557,1202800,128730000,1795763,147709000,963408,1316264236,25761,462067.001,116320,660096.93,216484,775215.49,467501,990618.192,741024,1181305.473,874525,1263973.031,550927,4331512787,23037,1616956.948,93728,2496578.861,160872,2943986.858,304240,3626966.31,440034,4089534.932,504796,4245604.8,521458,6335778931,7821,1065904.357,35422,2493702.022,64632,3156186.097,142054,4100001.35,245040,4812995.624,336459,5330246.65,462390,9269060062,23227,5764486.185,89572,7343149.92,148135,7972946.154,267359,8737120.932,375672,9131892.01,426099,9238702.157,145439,11881504187,16698,8460012.501,43878,10469370.64,61211,10993647.565,93016,11530370.08,121573,11813460.762,136345,11884836.081,29117945939,8865872.303,14852971.76,18383707.414,23944695.506,27943199.488,29026118.416,2014,1183342.33534533,286631.108777963,182194.36275306,120272.164208734,67563.3754177715,33395.4260177615,0.274079216320856,0.191032005739025,0.141786483031051,0.112763365323949,0.086600190201854,0.0474506584874244,19132714.267,115118.56,447407.997,662484.075,629796.234,524276.924999999,22027176.796,198029.929,879621.913,1427797.665,1578663.735,2009358.139,38121265.631,215402.702,682979.452,943815.253,764174.778,536722.515000001,36213492.443,190687.281,462568.622,712994.274,394771.078,283090.682,18979000,82667.558,156069.868,517251.026000001,106810.147,71375.3190000001,31340818.696,24901778.918,49315556.307,46172000,22822000,0.409157099074745,0.702827102561023,0.768327207867471,0.773006906658152,0.784317171510872,0.831609850144597,0.0329513240045982,0.0455571272355508,0.0266038854967558,0.019138286651874,0.0154421353634237,0.0226645791779862,0.049986541423842,0.0280663348820644,0.017966909049883,0.0138491685615043,0.0100183795806983,0.00683857102795547,0.178203091820146,0.0503708518374309,0.0252912145784395,0.0154956130524585,0.00855001035259464,0.00468013964595565,0.0142843205037992,0.00631859463917815,0.00462290506951644,0.00436784491812425,0.00412993331456294,0.00362227491017439,0.261532482884299,0.0641131349659495,0.0210537940573005,0.0108834322309737,0.00613121983020012,0.00312747870475857
"285",25,"MA","Massachusetts",3036855,30369,151843,303686,759214,1518428,2277641,632541,245221,169921,97347,49179,23191,286468000000,65439063.349,108773000,139280000,197049000,250242000,277072000,2549726,190697000000,25531,22611798.959,135174,52707346.987,274896,76231298.251,688210,121334000,1350688,162258000,2005295,183933000,1218361,2456216807,29101,1222023.755,130778,1532003.606,241828,1691566.154,522989,1969499.835,862429,2232943.98,1058334,2358319.308,764896,8079926002,27100,3688356.256,115056,5248063.292,199986,5960613.793,382896,6942419.009,578550,7661283.214,681041,7922297.5,479844,10426697513,8005,1391601.405,40136,3540105.743,73512,4769482.516,160892,6660332.349,271705,8353886.915,359145,9492304.008,641184,28121624979,27637,21305102.487,115026,24689491.08,193438,25881943.939,347289,27173343.231,501793,27871500.78,579276,28064423.727,174160,18892770779,18518,13473177.939,53923,16829250.76,76417,17685297.45,114756,18439583.131,147475,18798451.802,163480,18896546.188,46762763011,18534121.988,27990935.657,32819134.514,39878080.218,45016282.618,46615547.617,2014,2154798.09506405,356734.253017107,200911.467766048,126817.670922534,70063.2496239532,35339.2262777376,0.283227189380045,0.218231123222491,0.158265278690137,0.122192624140975,0.0965954618088846,0.0596073424897502,23523951.264,159562.548,712550.501,1229376.773,1192452.859,856046.689999998,30095548.028,309979.851,1559707.036,2148504.338,3384388.593,3356072.821,45102701.749,277933.681,981805.216,1890849.833,1291399.292,754285.681000002,40924000,263444.145,718864.205,1693554.566,698157.549000002,358868.671,21675000,125375.328,261014.285999999,1138417.093,192922.947000001,98094.3859999999,43333936.651,30507000,57769000,53193000,26830000,0.345539770922555,0.694502977432711,0.771100116825646,0.780742296889335,0.769349350478446,0.807864330972792,0.021265607020967,0.0495801790477399,0.0402981864162323,0.0327312197372293,0.0318379216438253,0.0424307526276556,0.0563632189588234,0.0359927381756582,0.0233569508965156,0.0169953645726947,0.0135142632489237,0.00972844897502793,0.325571629492548,0.07810018785639,0.0390878440685743,0.0223545377624677,0.0131249891715076,0.00719056828177416,0.0186742244228451,0.00715328158381952,0.0052303585406628,0.0048111215530821,0.00495260927189668,0.00467295296310101,0.205888917864621,0.0774467560616271,0.02806066443767,0.0130569281275425,0.00674653941308067,0.00365614558330227
"286",26,"MI","Michigan",4275302,42753,213765,427530,1068826,2137651,3206477,374258,167692,123460,75188,37129,16791,268485000000,42583482.494,81410007.673,111800000,173101000,230829000,258736000,3381775,183023000000,37690,17673040.421,190569,44841942.042,381398,67672763.774,937690,113075000,1840225,155861000,2705263,176767000,1355308,1986720993,38540,719866.123,160341,1010229.927,284639,1169438.658,585932,1462781.192,929182,1735765.022,1143889,1885844.243,845476,5873500605,34198,2532825.419,132587,3553821.517,221379,4055772.351,417893,4855265.07,624517,5463252.606,746588,5724592.934,658035,8078976648,11318,1134192.667,48524,2630331.053,86958,3356077.154,191138,4589240.134,335981,5841037.77,463058,6786169.851,724776,11093135634,34650,6978839.952,127418,8721765.845,205449,9424088.446,373062,10359312.406,544629,10907892.369,643668,11070912.284,227742,15823509405,25551,11496024.922,67979,13944029.516,94323,14594989.81,142911,15309186.122,188507,15708188.212,212962,15826277.115,34038403710,11782854.028,18534254.201,22513381.609,28623606.482,32940543.393,33983414.839,2014,996034.956470891,227039.770185718,142165.42617828,95589.2442803323,54010.7126985241,26109.9561575037,0.276700103840972,0.173886283716463,0.130935452868303,0.099675778094974,0.0747806421667128,0.0373695290070592,22830821.732,159208.731,501950.834,725746.101,702322.601,650960.294,27168901.621,290363.804,1020996.098,1496138.386,1742925.893,2448004.594,45402236.226,293342.534,799492.719,1233162.98,935223.959999999,714196.311999999,42786000,272983.83,607987.535999999,1251797.636,548579.963000001,399002.090000002,20906000,150079.221,261340.328000001,945132.080999999,163019.914999999,118088.902999999,38826525.179,30389992.327,61301000,57728000,27907000,0.41502102190656,0.699751046372153,0.751261187773185,0.740644299864602,0.741165465631929,0.749131042390798,0.0266345681605493,0.0385339244009714,0.0238810886554654,0.0201165230583514,0.021684410268847,0.0338672046798294,0.0594790578566907,0.0262963552183192,0.0165169779774522,0.0130420828208349,0.0105319348669623,0.00936468728276062,0.163886078433893,0.0448900818439115,0.0231103250518435,0.0152562594411184,0.00950284026815413,0.0058415420862149,0.0169048203866706,0.0074784906107706,0.00523885393872084,0.00478528138203292,0.00472879417267184,0.00537783427097144,0.26996441457365,0.0630497986290065,0.0214202190969839,0.0116506470041272,0.00691176015105324,0.00423151549790372
"287",27,"MN","Minnesota",2440491,24405,122025,244049,610123,1220246,1830368,462401,196729,141642,88011,46483,22846,185419000000,30441292.91,57165773.601,77228156.841,117485000,157225000,177896000,2050181,129092000000,21558,12296944.059,110154,30689168.317,221422,45836541.598,548796,76626748.703,1077659,106890000,1604294,123543000,843593,1431230895,22747,556071.855,97215,758301.006,173690,868059.545,361256,1057351.079,591769,1250722.68,727476,1352401.86,582343,3848606493,20225,1546290.238,85391,2267958.024,147919,2611485.862,283593,3130085.907,432931,3552947.3,515432,3731918.929,372763,5157258527,5985,526769.129,27326,1439554.651,51429,1993454.18,118092,2911573.05,214312,3929026.818,284710,4583468.521,507122,10587842812,20753,6688275.157,83893,8284590.506,139717,8943980.05,255033,9777803.074,380766,10330243.528,449869,10518464.666,177114,12465201155,14464,7707460.612,45527,10278304.331,67729,11078726.763,108232,11875568.911,146353,12320319.513,164859,12445664.069,24765760651,8199358.613,13248886.111,16015850.245,20211560.553,23527267.482,24650820.056,2014,1247338.36959639,273760.30209998,164413.420638563,109969.140553549,65134.4073244247,33880.1092240568,0.269349880678245,0.188947637800144,0.137918018058955,0.10422353018165,0.0834350007297434,0.0543540503120314,15147373.281,109758.539,343527.838,553899.529,659389.544000001,800422.432,18392224.258,202229.151,721667.786,912785.522,1596315.349,2570843.719,30790207.105,189291.534,518600.045,918118.87,833823.024,796842.148,30263251.297,193371.601,422861.393,1017453.768,552440.454,444750.602,16653000,101679.18,178971.629,654441.703,188221.138,125344.556,26724480.691,20062383.24,40256843.159,39740000,20671000,0.40395603745728,0.688216338819034,0.755013654150492,0.764844053553573,0.761531235455461,0.805621401964104,0.0173044269360503,0.0341554072669932,0.0276088599432018,0.0228065292247026,0.025602762154001,0.0316598956509119,0.0507958135211807,0.0270039966106071,0.0171229825435236,0.0128822829686798,0.0106406993709109,0.00865810212374823,0.219710614025953,0.0597323243604726,0.0328669598278495,0.0207125784976905,0.0139013702566683,0.00910556518794448,0.0182670248811058,0.00756718730433945,0.0054708624437582,0.00470209582138288,0.00486591849521892,0.00491892893425573,0.253190974338284,0.096198079533339,0.0398966773999279,0.0197939551507494,0.0111915098641168,0.00606378772192927
"288",28,"MS","Mississippi",1163185,11632,58159,116319,290796,581593,872389,297749,140063,103611,60150,29850,15560,58862014155,7884254.756,16574117.134,23497005.58,37235033.517,49603179.657,56023830.48,988842,42142760090,9674,2920022.301,50598,8728161.122,102134,13865071.962,254715,24318210.695,510972,34488699.691,765855,40031353.83,237349,359954867,9962,134190.707,38865,191423.33,67227,223498.224,129648,281384.391,185208,322798.348,213903,343721.889,123318,774552621,7964,333525.214,27781,494126.489,44391,568353.711,76213,675247.693,101258,735661.181,113453,758788.515,215345,2104164572,4272,424964.198,16096,830158.161,28084,999018.498,59023,1269846.994,99429,1470880.008,139271,1614943.294,106838,1868935377,8076,1188286.012,26448,1496512.819,40685,1620310.901,67545,1772640.435,88338,1840206.407,98282,1858784.499,49448,3295321891,7281,2390230.868,18375,2974830.75,24765,3111648.976,35453,3240276.04,43091,3288910.083,46563,3298564.245,6120505457,2032252.45,3361062.833,4143205.264,5322349.323,5981853.9,6111805.617,2014,677807.320839065,186770.313538376,119031.782083907,78738.3319119425,42531.8904252795,22079.5706371477,0.257760880754574,0.152915008914771,0.112979204720815,0.0858306639357069,0.053322831856513,0.0202396486870907,5136910.84,32074.894,74227.222,168860.337,123798.082,136818.226,5808138.821,57232.623,160601.275,405193.963,308226.807,584599.882,10453138.733,57886.167,106893.982,270828.496,152329.534,128627.064,10170488.996,41413.957,60413.488,201033.014,67565.9720000001,48634.0430000001,5542654.139,20923.541,23127.334,144063.286,18578.0919999999,9654.16200000001,8689862.378,6922888.446,13738027.937,12368146.14,6420650.82300001,0.370361231513712,0.66838099021043,0.742018433500553,0.76089077565835,0.822313132532245,0.86325425440442,0.0539003635919549,0.0466283521389043,0.0243916016150118,0.0197137825925212,0.0162540943262173,0.0224374895896749,0.0423026937005281,0.0184814520660985,0.0107220017452236,0.00778088256117949,0.0048846033444427,0.00360202332093087,0.150716338928001,0.0354696994719195,0.0178824320174521,0.0110881659797574,0.00546290213870323,0.00289349047505428,0.0170200876497401,0.00658613686965803,0.00463316637992811,0.00421357179250581,0.00334843690648694,0.00325878817845815,0.303165098284148,0.0672737790968961,0.019763170686226,0.00936284775295692,0.00393220151585305,0.00150361112387812
