"","statefips","state","state_name","total","top_01","top_05","top_10","top_25","top_50","top_75","agi_01","agi_05","agi_10","agi_25","agi_50","agi_75","total_agi","sum_agi_01","sum_agi_05","sum_agi_10","sum_agi_25","sum_agi_50","sum_agi_75","total_sal_num","total_sal_amt","num_sal_01","sum_sal_01","num_sal_05","sum_sal_05","num_sal_10","sum_sal_10","num_sal_25","sum_sal_25","num_sal_50","sum_sal_50","num_sal_75","sum_sal_75","total_int_num","total_int_amt","num_int_01","sum_int_01","num_int_05","sum_int_05","num_int_10","sum_int_10","num_int_25","sum_int_25","num_int_50","sum_int_50","num_int_75","sum_int_75","total_div_num","total_div_amt","num_div_01","sum_div_01","num_div_05","sum_div_05","num_div_10","sum_div_10","num_div_25","sum_div_25","num_div_50","sum_div_50","num_div_75","sum_div_75","total_businc_num","total_businc_amt","num_businc_01","sum_businc_01","num_businc_05","sum_businc_05","num_businc_10","sum_businc_10","num_businc_25","sum_businc_25","num_businc_50","sum_businc_50","num_businc_75","sum_businc_75","total_cpgain_num","total_cpgain_amt","num_cpgain_01","sum_cpgain_01","num_cpgain_05","sum_cpgain_05","num_cpgain_10","sum_cpgain_10","num_cpgain_25","sum_cpgain_25","num_cpgain_50","sum_cpgain_50","num_cpgain_75","sum_cpgain_75","total_scorp_num","total_scorp_amt","num_scorp_01","sum_scorp_01","num_scorp_05","sum_scorp_05","num_scorp_10","sum_scorp_10","num_scorp_25","sum_scorp_25","num_scorp_50","sum_scorp_50","num_scorp_75","sum_scorp_75","total_tax","sum_tax_01","sum_tax_05","sum_tax_10","sum_tax_25","sum_tax_50","sum_tax_75","Year","avg_inc_1","avg_inc_5","avg_inc_10","avg_inc_25","avg_inc_50","avg_inc_75","avg_tax_rate_01","avg_tax_rate_5","avg_tax_rate_10","avg_tax_rate_25","avg_tax_rate_50","avg_tax_rate_75"
"98",49,"UT","Utah",1238947,12389,61947,123895,309737,619474,929210,483006,198875,143383,89718,48722,24967,99382945,18106814,32051705,42344961,63126679,83908926,95032511,1074115,68042079,10571,5438057,54722,14216813,110696,21909508,276870,38242466,550061,55046429,825054,64497981,375656,900946,11531,400494,49531,562356,87543,631886,175441,735455,273916,824440,329544,867762,185085,1583196,8767,755255,33748,1068100,55474,1203242,99035,1369805,142532,1493657,165644,1546309,209913,1968831,3168,203116,15217,565483,29136,762194,67534,1062841,121175,1421968,160736,1695334,186966,7395751,10004,5308329,37773,6377783,60655,6740269,103745,7101742,146106,7303030,168508,7366254,118056,8792509,8802,4994960,29233,7069909,43420,7694629,69545,8335107,94756,8692849,108296,8787671,10890200,4304334,6397364,7558688,9197591,10384282,10827873,2018,1461523.4482202,281385.265749223,166159.617743914,111824.657504762,67096.4301972318,35913.1163313273,0.237719015614785,0.150092962361628,0.112823775100901,0.0788627292507771,0.0571011883363719,0.0398784204912355
"99",50,"VT","Vermont",301985,3020,15099,30199,75496,150993,226489,412592,188144,137139,84116,44361,22919,21381659,3027411,6131346,8524759,13340871,17987129,20493318,244736,13865167,2363,880236,12446,2666745,25481,4291075,64869,7746005,129931,11228305,195325,13260440,118088,191688,2834,58716,12717,92730,23396,110882,49576,140191,80364,166888,98603,179819,72950,766400,2507,272726,10383,444989,17873,525365,34203,634571,52241,715341,62408,745299,55831,869314,983,80981,4448,235280,8225,328827,18258,494098,31745,666678,41916,778447,60675,1601104,2551,919897,10013,1216172,16481,1333373,30132,1475281,44699,1559536,52727,1588332,19898,1049150,1692,622316,5356,858882,7777,930816,12090,1002490,16036,1039453,18175,1049150,2311009,685572,1159208,1443916,1863659,2184748,2300132,2018,1002453.97350993,256969.533901813,158504.17218543,106322.979446762,61542.2864484682,33196.3150365582,0.226454881745491,0.152592112914736,0.118954814735276,0.0871539117030501,0.0691070104156937,0.0460396243060679
"100",51,"VA","Virginia",3694136,36941,184707,369414,923534,1847068,2770602,534077,246917,177506,102365,51199,24567,327758616,52173798,101179261,139458086,213156887,281145875,315099360,3116354,226507674,31214,20081347,163662,53277250,328477,81146769,811538,135931592,1606558,188222633,2413957,216563656,1218321,2470176,34859,943484,153669,1307982,281088,1533329,585452,1927885,917013,2248069,1088953,2380764,824622,7968107,31472,2894783,132881,4533000,233746,5448500,451680,6749391,660274,7569094,755679,7827924,628478,8562380,9972,1160751,44422,2975637,82544,3946168,182944,5338842,321792,6545922,445572,7440719,708296,18909853,31704,11698851,127667,14769716,218994,16162404,406354,17793041,577837,18618637,654439,18833965,214178,19240731,22260,13215756,60529,16633813,86829,17622797,134312,18595651,177388,19098105,199658,19245439,42600132,13455794,22072812,27503371,35639847,40933517,42437158,2018,1412354.7819496,331642.346683269,207240.792173551,133001.517721793,73618.2836798645,36764.7374108587,0.257903287010081,0.175837906071819,0.141868487342545,0.110401741813954,0.0778606970881814,0.0442853215214874
"101",53,"WA","Washington",3389483,33895,169474,338948,847371,1694742,2542112,625720,258985,178926,104394,54841,27759,327436999,61060369,110992882,146890980,215233061,280218429,314286490,2809171,220123272,28688,22293150,148441,55689575,298649,82029399,739177,133294287,1450898,182292574,2178581,210048812,1205906,2851961,32188,1189378,145068,1637455,264410,1879237,545510,2253841,869523,2587991,1050759,2734815,761274,9547954,28226,4820825,122916,6351104,214199,7141839,400343,8243172,587033,9059171,681045,9358205,484618,9168484,7824,1025932,36078,2648608,68005,3716138,153081,5453503,268944,7151438,361566,8266283,706637,28790404,30021,18623559,128724,23524005,217976,25409550,388197,27357848,553808,28383943,636715,28678458,210838,18315447,18232,10418978,56157,14790011,83738,16204536,131290,17510727,173689,18155553,194730,18317492,44747033,15430349,24681748,29926661,37595857,42787027,44498424,2018,1801456.52751143,368290.907883964,211820.680458359,134419.727274337,76690.5735504283,40204.4691221072,0.252706448596798,0.185278057204932,0.14610559590093,0.112217771068458,0.0798821359294295,0.0502346464625621
"102",54,"WV","West Virginia",715608,7156,35780,71561,178902,357804,536706,319845,156296,119017,75259,38386,18817,42190278,4775683,10617769,15443974,25536229,35343193,40314149,581732,29839068,5902,1903253,30882,5812590,62916,9468979,157409,17160124,309890,24660436,457112,28541516,189268,259300,6192,69674,24135,109648,41013,133239,80906,175629,128012,218081,159122,241280,97736,606000,4967,202738,17269,332957,27388,393689,48826,486541,72294,558244,86016,587578,85477,1184114,2554,279530,8972,517640,15137,625764,30440,783713,50313,949391,64880,1060561,77510,1213273,4924,652706,16101,889802,24491,979988,41801,1102653,59538,1177233,69285,1204027,25242,1568051,3610,1119135,8631,1411972,11474,1472253,16290,1529718,20850,1561398,23271,1568236,4066750,1120706,1962109,2489408,3309490,3897583,4056049,2018,667367.663499161,204097.470653997,134881.780833403,94020.5047465554,54817.5202065936,27785.9163117237,0.234669260920375,0.144024411828241,0.109257480774232,0.0812585492538585,0.0599668765991187,0.0318783751053117
"103",55,"WI","Wisconsin",2631138,26311,131557,263114,657785,1315569,1973354,434346,186922,138170,87935,47441,24319,197504097,31660714,58829782,79681392,122688091,165727925,188929029,2169380,133925732,23120,11687373,115773,29520107,232903,44805468,578494,76694934,1142245,109040951,1706792,127722801,1048685,1619546,24959,607469,109358,842064,199091,970809,428161,1190873,711244,1410086,887189,1524511,615037,4440213,21655,1738991,86963,2602835,147842,3009193,286748,3613085,443599,4100344,535464,4304248,341412,4962755,6613,520803,28949,1487164,52367,2011908,114674,2915800,199066,3856318,260047,4434078,527825,10771064,21848,6289467,83581,8055027,137399,8786054,255442,9750684,386986,10425379,462961,10666145,141760,12462477,15321,9131264,43106,11207921,60149,11711904,89442,12173443,116453,12389668,130917,12458852,22558133,7821402,12088943,14584403,18345285,21373046,22445328,2018,1203326.137357,258148.224160538,158498.673578753,108968.48007581,65431.5611203678,35271.5613764376,0.247038080063513,0.157073514630682,0.119677089682763,0.0874487483915006,0.0703478782004596,0.0462168524394356
"104",56,"WY","Wyoming",251591,2516,12580,25159,62898,125796,188693,528153,194473,143808,93627,50716,24537,22472127,5648857,8498560,10566555,14892721,19318325,21620342,208080,12595312,1761,774772,9864,2126565,20798,3552030,53862,6781017,107284,10116558,160633,11943789,87634,376452,2419,247430,10422,290245,18166,304127,36754,328515,60146,353249,75016,366503,50570,1108575,2057,782811,7855,917175,12829,960745,23724,1018633,36583,1072850,44318,1095324,42047,571370,824,71555,3655,201732,6558,258688,13967,346630,24759,448694,32926,518318,48532,2860486,2224,2220011,8374,2536639,13364,2626229,23705,2740240,35678,2818820,42724,2847243,23708,1785791,2032,1161952,6765,1578689,9522,1666654,14250,1748430,19082,1782069,21737,1791044,2866883,1324914,1780661,2035638,2435890,2749282,2854497,2018,2245173.68839428,283158.088235294,164400.588282057,114633.827075439,70361.6013227766,36599.7901330747,0.234545501859934,0.159927894240207,0.123296719769632,0.0925188723687441,0.0708133850204401,0.0457055703758921
"105",0,"US","United States",140871623,1408716,7043581,14087162,35217906,70435812,105653717,516714,209515,146621,84646,42589,20840,11147700000000,2289480000,3969890000,5187000000,7507900000,9648820000,10737100000,116347854,7470010000000,1188972,833944000000,6157814,1968130000000,12382104,2861570000000,30677099,4595510000000,60954073,6264160000000,91233216,7163610000000,42434664,100340000000,1314776,51066884529,5659667,64808649871,10134323,71962909837,20579614,83516478643,31476701,92765688426,37281052,97014073936,26813941,272859000000,1161229,128608000000,4715847,180102000000,7948179,204364000000,14593893,237541000000,20865936,259428000000,24047023,267522000000,24890691,361139000000,393670,56334249199,1772009,126192000000,3255118,162593000000,7130614,218663000000,12321006,271220000000,17054419,310425000000,24096578,834817000000,1203121,612178000000,4694522,720056000000,7674750,759588000000,13563289,803539000000,19013259,825881000000,21743009,832389000000,8586311,731822000000,871494,494976000000,2540300,635006000000,3636299,672897000000,5517597,708964000000,7124201,726862000000,7962545,731850000000,1602690000000,614471000,944259000,1119600000,1375300000,1550400000,1598350000,2017,1625224.67268065,298216.549997205,172797.047410969,109835.223975076,60790.6671112133,30901.3270380507,0.268388891800758,0.196254485512464,0.144063396077594,0.110172777801715,0.0817872690245315,0.0440603521152645
"106",1,"AL","Alabama",1912769,19128,95638,191277,478192,956385,1434577,373989,168065,123463,73332,36513,18213,119663000000,18553159.058,35924228.861,49537637.54,76667111.647,101688000,114406000,1588126,83002648454,16353,6668933503,84066,18270539177,168820,28381243621,416648,48759131767,827071,68478569269,1233107,79071631964,496690,798705626,17280,289685936,70793,419821558,124919,489584789,249182,611727781,372440,710881034,440564,759994646,258538,1939197381,14336,790584934,53515,1206988015,86033,1396453518,150553,1664244029,206834,1833757525,235168,1896339134,340088,3326049728,6403,628951193,25255,1318403282,44403,1608540691,96173,2092023801,166016,2484720468,231293,2687951380,224493,5478481364,14728,3880033921,51471,4651479223,80140,4930816635,135396,5252849135,182085,5415526944,204707,5460317314,91447,7319664684,12785,5371863511,32526,6590737033,43985,6889365209,63362,7176679545,78774,7302828111,85913,7330674910,14427310892,4866651.339,7830063.923,9608232.247,12267449.253,13995727.433,14395071.111,2017,969947.671371811,227043.129041955,142341.604146844,94555.7886726034,52323.8281467943,26596.0116438585,0.262308500875032,0.170594708190524,0.130618889502891,0.0980194822616876,0.0690734140058132,0.0313998803270954
"107",2,"AK","Alaska",317892,3179,15895,31789,79473,158946,238419,415221,199237,151456,94176,49555,24401,23969001326,2848087.157,6184956.369,8915997.824,14554105.301,20064361.305,22927859.916,270930,16622259150,2660,1007197837,13870,3119683886,28124,5097862751,69790,9242538419,138571,13468008266,209290,15829430132,85007,150969502,2893,48062900,11796,75416411,20415,88084395,41038,112926487,64250,135629674,76011,144904040,76912,415041756,2371,133271336,9599,212158703,16257,248663424,31997,313116880,51012,366479583,63855,392612590,53969,898656305,970,135191407,4383,305784447,8030,395709769,18430,563320842,32056,729363480,42369,834530119,49260,943223588,2447,491952618,9017,691263695,14674,767648543,26709,866995715,38978,921655279,44990,937366811,18373,1322225614,2016,876490206,5453,1133423897,7530,1202967067,11459,1276109729,15185,1315947353,17060,1325595479,3284380052,809243.833,1451506.421,1878431.883,2577750.081,3099170.03,3263448.975,2017,895906.623781063,262415.005662158,171828.454448219,118238.979049576,69334.9439935576,36031.0874259183,0.284135908906807,0.192474606343666,0.156323318058165,0.124034208438343,0.0946271731515725,0.0573700103673632
"108",4,"AZ","Arizona",2837210,28372,141861,283721,709303,1418605,2127908,430298,188181,134372,78546,39639,20541,197754000000,33609317.15,63073163.776,85351788.417,128616000,168532000,189379000,2298541,131227000000,23636,12294859838,120604,31296385189,240743,46722518925,592099,77336849017,1187085,107845000000,1795665,125120000000,693857,1590811258,25306,621761620,102546,894808151,177767,1039953044,346977,1275059937,513588,1446758426,601602,1522746184,485840,4301128436,21238,1647494234,84857,2523082814,143021,2970874353,264289,3608915511,375382,4026239688,430054,4179959703,467459,5973881940,8105,825894892,34993,1853571660,64632,2426259463,140484,3373422199,239415,4309020807,324340,5019974691,469337,13361638785,23162,9213940790,89041,11184489867,146344,11968817962,261633,12815323029,365429,13214723549,416488,13322712692,160819,11259495929,17217,7166687545,49068,9480615282,69783,10150448243,105683,10855725649,134944,11183797265,148837,11267016311,25707471446,8888730.49,14238596.626,17318476.637,21833704.972,24814500.568,25622651.773,2017,1184594.57035105,259618.523610218,157046.557458057,101658.931963758,56275.0422246095,29390.8245136423,0.264472213176161,0.181573920198155,0.138243722879195,0.104364049864581,0.0746767109930855,0.038765827457188
"109",5,"AR","Arkansas",1147443,11474,57372,114744,286861,573722,860582,362320,161468,117194,69546,35428,18156,74634888282,16319991.115,26475276.308,34256878.393,49689104.161,64088760.554,71584341.691,957052,47981024194,10039,4204983628,50358,10997072117,100323,16615889556,248130,28064687636,496347,39473927571,743869,45723919763,279868,511110432,10247,215475717,41486,289704484,71720,331830840,139651,402740701,206758,458261907,244977,487277443,161763,3844270842,8260,3206132236,32252,3428420169,52088,3532357517,91792,3681152485,127050,3776603696,145825,3816946198,196373,1995353942,3551,248794190,14625,559016836,26781,725336774,58514,1023164599,100324,1347320948,135638,1604647793,148327,6434727299,8584,5337853519,31800,5835978522,50016,6034854864,85540,6259442728,116842,6381258726,133619,6418897567,64950,3897982669,7309,2495555760,20559,3309320360,29070,3543407702,43261,3772691191,54755,3876005819,60420,3897755594,9140163880,3842034.523,5532969.772,6503461.066,7944939.478,8882331.784,9119599.793,2017,1422345.39959909,221257.684278182,135634.143571777,89661.252334168,50197.3303899798,26129.7536672942,0.235418910214278,0.166507903703734,0.124716129583488,0.0934070323795434,0.0650982412646796,0.0316543847185894
"110",6,"CA","California",16921302,169213,846065,1692130,4230326,8460651,12690977,632321,249616,170144,92196,44666,21868,1549280000000,356240000,600860000,772739000,1086300000,1360950000,1497300000,13951703,1029860000000,140035,134825000000,733319,300647000000,1477903,427365000000,3653020,662213000000,7280013,878609000000,10950695,991951000000,5789502,13629520325,160721,6947186365,729565,8947304295,1362421,9988692659,2930011,11605189740,4506210,12781776834,5219052,13265646693,3087993,38144721849,139743,19075250089,589661,25881387220,997610,29182080178,1804420,33749107395,2494426,36548358283,2807707,37508822259,3328118,59356321607,42446,7746670951,205343,17893179540,393073,23909720853,887462,33642857935,1560690,43092404085,2208745,50863245266,3002451,139337000000,147494,104203000000,610988,122911000000,1011600,129292000000,1778701,135667000000,2430944,138390000000,2735858,139092000000,1012363,102464000000,99345,66813935279,302905,88114247969,441039,93963292497,670903,99354805735,852886,101820000000,943271,102456000000,237430000000,92682879.381,144605000,170806000,207747000,230827000,236787000,2017,2105275.59939248,361408.402427709,203151.058133831,123536.953017025,64924.0897566972,32231.5585134574,0.260169771449023,0.212256236689559,0.152438634155423,0.117811207388674,0.0840342253777535,0.0437110377704437
"111",8,"CO","Colorado",2515175,25152,125759,251518,628794,1257588,1886381,540440,227844,160863,93543,48337,24379,212581000000,37479648.991,69617570.87,93359184.578,138936000,181680000,204043000,2103591,141536000000,20870,12870251295,109341,33262117692,220495,50152423308,548105,83778448737,1086929,116563000000,1633987,135025000000,813178,1917088169,23606,953432668,101756,1215713035,182876,1358506033,376566,1586561938,590636,1771131360,709277,1852997404,557217,4933649562,20447,1832938557,86619,2847282234,151404,3373204276,289928,4107437539,426183,4611271854,496795,4805919918,473260,7189635060,7284,720806306,33370,1866311352,63403,2636075007,144308,3951198826,252026,5277618828,341762,6270053401,528032,17672388513,21948,11300801728,90437,14331324854,153877,15510592576,283830,16755627821,408878,17395067127,472594,17596633494,220984,15190816414,17098,8219297459,55642,11933198408,84200,13148186759,135535,14392304262,180951,15026628922,203593,15183314396,30848677504,10116920.078,16577315.121,20196423.99,25575880.879,29424327.079,30691374.785,2017,1490125.99359892,319440.216674784,188786.597444318,120804.968834487,67977.7478792737,35564.963350419,0.269931025245978,0.201020933068527,0.152437358029311,0.118030556527285,0.0900347697922515,0.0566582169655234
"112",9,"CT","Connecticut",1614418,16144,80721,161442,403605,807209,1210814,793101,272510,183221,103871,52605,24606,175793000000,47379889.124,74456114.065,92142732.549,125040000,155285000,170427000,1326902,113410000000,13661,19104565389,70518,37397364757,142432,50298899293,353745,74683962609,694392,97301119509,1038097,109497000000,569739,2378559924,15584,1575435748,68655,1841724268,123935,1950275913,258632,2120028187,416726,2267593319,501494,2334406426,426126,5465821290,14845,2576423938,63393,3650058245,110977,4119658374,215093,4764817534,324538,5209433469,381074,5373526347,274746,6449552441,4212,896943310,22265,2410859832,41521,3228030047,90308,4362341062,150856,5291674022,201189,5904428213,359029,15904281332,14986,12213478649,62006,14055489087,104420,14708084934,190871,15394566936,279242,15759647512,324028,15869748869,99727,12237336031,10309,8368268586,31099,10791893888,44163,11394597077,65351,11895021847,83701,12145266381,93182,12227738229,29806453635,12779321.056,18968700.758,21838045.659,25900121.261,28824522.846,29716694.199,2017,2934829.60381566,419285.890347957,219108.020019574,135847.621027985,74937.3147937087,37516.8791268691,0.269720366431307,0.228590939670758,0.162232532103054,0.123477599106078,0.0966904144486692,0.0589203112534672
"113",10,"DE","Delaware",430105,4301,21505,43011,107526,215053,322579,422084,194896,144266,87818,45095,22338,31403164802,4412370.327,8899481.268,12464894.45,19652753.21,26529258.174,30056514.042,351775,21011939509,3609,1756093191,18765,4730689901,37499,7229708416,91652,12224586026,180916,17215751528,271913,20019950374,130577,202934049,3965,57929974,16662,90795564,29704,109571984,61275,145218192,96276,177560979,115185,192982040,90395,753008068,3543,304283966,14409,449478423,24672,521251940,46963,629896681,69607,708462792,81124,736297899,56768,761855089,1097,102733343,4677,240935796,8423,320612239,18495,445791187,31215,568788638,41336,661300492,76023,1396538752,3564,849344446,13558,1087037134,22356,1185379201,40936,1308370417,59432,1375281309,68772,1391614462,22554,1643292604,2402,1108779740,6377,1394439633,8955,1474711351,13881,1566728715,18407,1623993644,20838,1642431395,4072821335,1143227.265,1965983.184,2474815.333,3281987.309,3884350.874,4055088.311,2017,1025894.05417345,260817.887758661,165786.905142751,111413.760520809,63951.4258186316,32803.7485631382,0.259095946231985,0.183359834383021,0.142713375147891,0.112296582744762,0.0875973431493912,0.0484051748411466
"114",11,"DC","District of Columbia",334410,3344,16721,33441,83603,167205,250808,776518,297707,196385,101140,53252,25945,34743187629,7442185.626,13245280.529,17240749.52,24153682.847,30301657.229,33570900.769,289261,23810226875,2452,2291557844,14026,6051242787,29038,9119727965,73910,14720296488,149173,20000424735,223790,22856867602,98049,231162619,3192,128180491,14330,163834754,26151,180484689,53246,206956789,78671,221910432,90638,227485678,78320,979962778,3030,428706027,13170,662226762,23539,767925835,45408,894838620,65031,952093080,73558,970454714,62484,1332969220,1046,301387606,4909,623077844,9012,805253821,18754,1022127526,30860,1146227811,42765,1219494449,68691,2657220565,3038,1760579417,12767,2231629832,22189,2396243559,41288,2565676770,57638,2627276139,64817,2649127237,16487,2756595626,2390,1978206785,6515,2596802029,8909,2685085245,12419,2733491788,14616,2752410032,15698,2756633213,6129120056,2050033.006,3377646.757,4084172.123,5135090.7,5891498.497,6107673.142,2017,2225533.97906699,433811.385437692,238963.456399522,137812.15515729,73538.6041243032,39104.3807040418,0.275461149321244,0.228776846353774,0.176831647947083,0.152022090665247,0.123033661170516,0.0661237507561151
"115",12,"FL","Florida",9485332,94853,474267,948533,2371333,4742666,7113999,557708,196973,133463,73548,35941,17897,750608000000,213461000,325887000,401559000,540977000,663846000,726074000,7452972,421201000000,74231,51947084894,380266,115093000000,763490,163750000000,1901947,258171000000,3883206,352361000000,5878480,404047000000,2378380,10949966756,87933,6393645994,363651,8073391333,631665,8773378445,1228712,9764776829,1784673,10423887064,2084942,10715810327,1702433,27550172784,76931,14463346793,307430,19997396430,517262,22234052622,948933,25026982555,1324847,26581433071,1522521,27153467024,2023957,21092684043,25805,3707862705,111446,7424372461,203515,9171834326,449480,11938687673,816919,14562192357,1253322,16706325312,1577353,89034054189,81894,71541535843,317962,81218774610,519550,84307901152,914897,87362630459,1248236,88621100006,1418313,88946548033,846611,77534286389,71190,54012706146,225068,67375601545,326067,70957945575,505234,74720766127,668466,76788213290,767626,77452958092,118607000000,59625169.261,81898611.55,92747669.289,107544000,116385000,118449000,2017,2250440.1547658,296314.843416426,159556.029738586,97988.473432668,51814.3170950685,26241.7804669357,0.279325821864416,0.19811647029157,0.143369512355957,0.106129271048215,0.0719546834433421,0.0331683486533393
"116",13,"GA","Georgia",4213034,42130,210652,421303,1053259,2106517,3159776,481227,198547,138197,77580,37765,18349,301922000000,57388489.815,104805000,139242000,203999000,261742000,290481000,3537844,210343000000,36681,21996368373,188824,55048680109,377235,80752120366,928761,129879000000,1848189,176605000000,2762064,201512000000,949554,1881281728,38393,828814850,156504,1131691756,269821,1294132714,516266,1552455019,741317,1737046647,853963,1819805165,653618,6244774042,33950,2850377999,135666,4161568442,224773,4758760049,395560,5539935304,536062,5994326085,601322,6148489473,955976,7482524621,11663,1124111558,52630,2636023072,99404,3390409114,227224,4493347981,417637,5344345668,625748,5883446734,577956,18613453523,35545,13574505031,134087,16113285432,214225,17035828077,361517,18027265485,479504,18456000963,533666,18570789558,261074,22849678996,27499,15183546357,79924,19712175421,114636,20936172758,172936,22129907391,220907,22726352352,244888,22867789969,40182492630,14605998.401,23544938.207,28346633,35082018.827,39208882.569,40114784.688,2017,1362176.35449798,281366.884946773,163478.929603942,102470.741633911,54823.2246989816,27285.7863070717,0.254510938484085,0.18851956356813,0.139434178151407,0.104010158392143,0.07146950698786,0.0315216993980306
"117",15,"HI","Hawaii",647062,6471,32353,64706,161766,323531,485297,397511,186504,138931,85053,45205,23288,46035509967,6481802.802,12912655.6,18065441.924,28514439.041,38613296.19,44050315.055,524083,30697945123,5143,2070607463,26734,5879956711,54320,9419651041,135776,16905190103,272691,24660223417,413979,29229615484,226130,305046992,5870,110384702,25985,154615061,47984,181204439,101657,227756904,162180,269142706,195319,288257799,133332,959137731,4847,356210736,20226,546386115,35316,642922482,68209,788790566,101764,892961969,118689,931763407,105933,1859840497,2080,315034883,9034,723145925,16223,914167419,34977,1217299241,59209,1492860190,77865,1668272660,112568,2934309849,4993,1934331484,19630,2430761495,32806,2599246252,60124,2795672014,86971,2894657182,100605,2923037863,32209,1947372293,3515,1196392740,9828,1613336544,13742,1731343141,20446,1859190327,26352,1927922198,29333,1946006123,5731616402,1622011.384,2737324.631,3427581.16,4543455.979,5406284.532,5698088.028,2017,1001669.41770978,248468.155397574,159267.651346088,107655.029023285,62429.1852316632,33610.3931913999,0.250240779231901,0.173431624394647,0.133957918220868,0.106792528173304,0.085438237245037,0.053669759705717
"118",16,"ID","Idaho",704175,7042,35209,70418,176044,352088,528131,390602,170760,124372,77061,40900,20890,46384513049,7043328.655,13662436.458,18722792.606,28953729.736,38984621.836,44308027.945,577305,30462806082,5730,2106713347,29760,6036981360,59966,9552696386,149622,16966123848,298836,24619168601,448409,28907545218,197736,431961264,6346,152077302,26235,224024347,45616,261383877,90273,323550062,139200,377388281,168605,406834986,116728,840365406,4875,317873654,18948,480202609,31590,562104755,58371,681766327,85565,770529504,101513,810646200,120474,1431579280,1867,182527161,8567,408585812,16297,538448346,37908,770586811,68670,1050653913,92135,1263948625,122692,2839779017,5635,1565228549,21652,2149431350,35413,2369046219,63255,2625033828,91111,2769924548,107065,2818528298,57741,3973638390,4727,2386177469,14875,3233675236,21667,3488810758,34157,3766395748,46528,3925374527,53033,3970078763,5275237503,1742447.025,2843071.859,3463116.999,4385693.625,5036960.775,5250397.011,2017,1000188.67580233,234995.129158235,143723.370388253,96860.0262246038,56979.4602485742,30239.2376237624,0.247389708808072,0.166279937834093,0.122529940949919,0.090175182808498,0.0649261445051333,0.0400939232569828
"119",17,"IL","Illinois",5601668,56017,280083,560167,1400417,2800834,4201251,535799,217100,153471,89704,45757,22041,459437000000,88047538.199,157347000,207727000,304851000,395935000,442094000,4653113,313085000000,48130,34208348317,247995,82269971115,497516,119491000000,1230175,191961000000,2436118,262515000000,3642868,300394000000,1747134,4451450608,52506,2447606828,223057,2960542868,397461,3243027563,819716,3726572054,1280028,4124903057,1533786,4310426139,1226381,11450368216,48643,4902960367,202643,7212958493,346787,8298195559,653098,9816279872,949983,10841606751,1101260,11216366795,904674,12125263955,14266,1912360700,62114,4186388946,113376,5339248726,249489,7118507163,432379,8753605718,606235,10121487492,1056063,32864214339,49139,24162914884,195377,28253599268,323292,29758107861,584239,31549420332,831572,32487931418,955252,32766434889,374840,24695566357,35033,15179751949,101963,20584036354,146570,22010198296,225333,23408539234,299076,24305953559,344539,24668861240,67574111288,24467499.195,38524818.517,46004082.802,57133422.568,65152242.525,67368902.624,2017,1571800.31417248,309281.469749984,179874.609045858,115589.407914311,65040.6271846172,32960.8966472129,0.277889645701393,0.202848896032799,0.148457012405717,0.114588976627816,0.0880376351170348,0.0480222729911826
"120",18,"IN","Indiana",2868567,28686,143428,286857,717142,1434284,2151425,378143,167955,124813,77757,40610,20076,186286000000,27521323.023,53675232.732,74168483.781,116196000,157030000,178431000,2383013,133485000000,25424,10801135277,128786,28955704833,259452,44867323542,644702,77783753747,1275308,110422000000,1891063,128013000000,761503,1027440291,25786,345318678,102770,513755823,176443,597454121,347025,750052797,531039,886068735,642970,961302679,488861,2961096146,22178,1086064460,84268,1698639778,137274,1980279360,249083,2406628777,361597,2727799462,426808,2864293859,397883,4825233079,7918,676980178,32799,1546864991,59562,1995315752,130888,2800950112,222625,3606386497,293037,4167585822,423088,7863392692,22507,5036963275,80622,6255949065,127119,6727042861,222990,7339011503,318383,7698735164,372294,7815120544,150838,11923936490,17975,8371748385,48631,10557919930,67310,11077034737,99687,11604135595,127561,11876736004,141176,11935899144,23018492161,7410481.669,11927799.252,14617469.436,18824915.579,21991428.273,22941504.21,2017,959399.115352437,227936.672787645,142880.805478669,97673.6726100143,56939.908693118,29842.1091528723,0.269263278615165,0.172720546689259,0.131246632248291,0.100111701131124,0.0775459835921046,0.0443939973365732
"121",19,"IA","Iowa",1331588,13316,66579,133159,332897,665794,998691,385667,176560,132159,85074,46465,24226,93417301620,12488314.954,25114429.735,35149211.775,56092713.418,77294312.089,88854220.758,1114784,64207083860,11746,4779482875,58542,12819997510,117722,20066111652,293619,35593111145,580141,51529627218,866409,60832676544,511950,807763519,12510,206014930,55046,333552785,100232,407819431,213734,542874941,353276,680298957,439229,751626072,299766,1726200084,10639,540705610,43114,886857027,73744,1066749877,141092,1341552260,217872,1569045836,262096,1662842031,198528,2457449206,3774,276602797,15841,698193386,28856,933745885,64994,1369219679,115753,1853932578,151676,2158766459,263686,4228545872,10906,2240232535,41737,3009327104,68883,3325983552,127670,3760249521,194036,4063623232,231629,4173834047,95925,5745786437,8572,3693022785,25952,4848357726,37585,5172364679,58977,5514781417,79045,5696698393,88595,5742748231,11238504104,3304556.33,5463689.163,6766797.479,8836359.509,10537407.486,11162050.951,2017,937842.817212376,237052.264817979,150717.663562631,104854.868092201,63688.1638194397,34725.1812692815,0.264611866546619,0.171005322733886,0.129859154967755,0.098816428373701,0.0802320619023286,0.0540353287284263
