"","statefips","state","state_name","total","top_01","top_05","top_10","top_25","top_50","top_75","agi_01","agi_05","agi_10","agi_25","agi_50","agi_75","total_agi","sum_agi_01","sum_agi_05","sum_agi_10","sum_agi_25","sum_agi_50","sum_agi_75","total_sal_num","total_sal_amt","num_sal_01","sum_sal_01","num_sal_05","sum_sal_05","num_sal_10","sum_sal_10","num_sal_25","sum_sal_25","num_sal_50","sum_sal_50","num_sal_75","sum_sal_75","total_int_num","total_int_amt","num_int_01","sum_int_01","num_int_05","sum_int_05","num_int_10","sum_int_10","num_int_25","sum_int_25","num_int_50","sum_int_50","num_int_75","sum_int_75","total_div_num","total_div_amt","num_div_01","sum_div_01","num_div_05","sum_div_05","num_div_10","sum_div_10","num_div_25","sum_div_25","num_div_50","sum_div_50","num_div_75","sum_div_75","total_businc_num","total_businc_amt","num_businc_01","sum_businc_01","num_businc_05","sum_businc_05","num_businc_10","sum_businc_10","num_businc_25","sum_businc_25","num_businc_50","sum_businc_50","num_businc_75","sum_businc_75","total_cpgain_num","total_cpgain_amt","num_cpgain_01","sum_cpgain_01","num_cpgain_05","sum_cpgain_05","num_cpgain_10","sum_cpgain_10","num_cpgain_25","sum_cpgain_25","num_cpgain_50","sum_cpgain_50","num_cpgain_75","sum_cpgain_75","total_scorp_num","total_scorp_amt","num_scorp_01","sum_scorp_01","num_scorp_05","sum_scorp_05","num_scorp_10","sum_scorp_10","num_scorp_25","sum_scorp_25","num_scorp_50","sum_scorp_50","num_scorp_75","sum_scorp_75","total_tax","sum_tax_01","sum_tax_05","sum_tax_10","sum_tax_25","sum_tax_50","sum_tax_75","Year","avg_inc_1","avg_inc_5","avg_inc_10","avg_inc_25","avg_inc_50","avg_inc_75","avg_tax_rate_01","avg_tax_rate_5","avg_tax_rate_10","avg_tax_rate_25","avg_tax_rate_50","avg_tax_rate_75"
"251",44,"RI","Rhode Island",480570,4806,24029,48057,120143,240285,360428,402635.37,184542.1,136490.2,82008,41742.5,20130.25,33291717,5069033,9845640,13612852,21173861,28325015,31948177,403173,23679125,4226,2141645,21613,5493269,43513,8358968,107502,14111942,211757,19710500,316095,22703545,152628,273473,4379,111714,18197,147882,32658,167338,69153,207114,109938,243138,132508,259955,96859,686971,3934,271176,15683,407742,26448,470080,50569,568071,74292,641015,86467,668889,71341,1212290,1382,184618,6287,403346,11243,520419,23714,726404,39282,920070,51720,1065704,77369,1497239,3971,1003385,14764,1230380,23853,1310482,42677,1416464,60855,1476074,69804,1492728,26636,1744764,2942,1195215,8010,1502537,11139,1590252,17112,1685280,22235,1733411,24798,1745650,4389248,1379739,2247360,2765551,3582482,4199069,4374282,2015,1054730.12900541,248483.951516413,156784.251706343,104888.730127903,59522.5150238884,30157.079480286,0.272189784521032,0.181639603174387,0.137552917117486,0.108045235761523,0.0862220279412246,0.0483591404414155
"252",45,"SC","South Carolina",2008331,20083,100417,200833,502083,1004166,1506248,369891.9,164128.5,119431,70272,34877,17715,120167291,17686135,35664534,49535166,77006399,102053338,114959262,1670553,82021868,17049,7118931,86570,18665193,173159,28348831,429141,48001861,860239,67419595,1291985,78123389,462287,708059,17532,238078,69657,365446,120960,435288,236822,550033,349585,637745,409518,677057,327320,2444493,15276,872650,60083,1425797,100797,1696963,184881,2069267,259248,2300883,296099,2386364,327466,3667671,6119,611545,25021,1317497,44795,1591843,97527,2151591,167598,2668786,226133,3041509,280143,5316671,16013,3461909,58531,4319983,94223,4706194,164518,5082035,224852,5257420,254068,5303659,108695,6814746,12986,4496415,35784,5876387,49874,6233364,73733,6603427,92979,6775873,101819,6816498,14044268,4658730,7643379,9362373,11936576,13603093,14011597,2015,880652.044017328,223795.640700077,138131.692160612,91190.8149377593,49886.0527044333,25704.81315801,0.263411423694323,0.166013058226152,0.123930474112499,0.0937054044862129,0.0665357551276026,0.0316524411580294
"253",46,"SD","South Dakota",373683,3737,18684,37368,93421,186842,280262,441126.7,171115.7,122947.4,78781,42145,22127,25927568,4576092,8261064,10925949,16373488,21832354,24782985,312200,15798512,3163,1171006,15482,2985621,31328,4662513,79595,8473422,159355,12502084,240445,14917849,124194,264538,3502,82615,15189,133573,26933,157951,54622,195855,87312,232103,106585,249883,80946,465414,2935,144790,11969,245765,20709,295394,39787,362697,59871,417990,71036,442913,58766,801340,1032,89140,4738,237387,8948,327476,20440,482403,36572,646756,46864,732421,78517,1766181,3157,912311,12596,1272193,21093,1413316,39113,1592482,58556,1707023,69245,1745848,34495,2842265,2893,1911429,9940,2502241,14754,2643352,22572,2768202,29325,2830013,32201,2841419,3426180,1310474,1989326,2340015,2856647,3262323,3409336,2015,1224536.25903131,246535.893490332,142629.254977521,97185.5030060835,58432.9647509661,31584.5750374652,0.286374050172068,0.184221752566912,0.131596297776452,0.0948376872565759,0.0743150683676793,0.049824257929914
"254",47,"TN","Tennessee",2750800,27508,137540,275080,687700,1375400,2063100,393935.07,164382,117497,69163,35146,17623,170197899,30081765,55461880,74291247,111176896,145363079,163129720,2302766,120746377,22532,13955788,117717,31030282,239063,45019776,599961,73184123,1202725,100743410,1795437,115598910,679038,1206579,24430,536915,98722,714582,171769,804786,337789,961718,501938,1086318,596231,1153290,380634,2812757,20731,1244420,77982,1827923,125567,2086544,218219,2437070,300072,2656415,344078,2749068,501852,8842968,10166,2075787,41902,4102199,73264,4945505,151920,6155450,254122,7153224,344341,7796868,337234,8411656,21883,6043346,77355,7230843,120392,7644277,200935,8099934,269741,8322752,306221,8390091,113132,7385978,16337,4982494,42279,6505679,56688,6862522,79289,7196648,96732,7346627,105799,7387233,22144834,8617380,13152364,15631496,19195825,21511287,22100284,2015,1093564.23585866,230661.216736949,136901.025156318,89393.7496970578,49710.8957394213,25834.8713101643,0.28646523899113,0.178682563101073,0.131663055906234,0.0966318635196035,0.0677309309436505,0.0331518490186187
"255",48,"TX","Texas",11253097,112531,562655,1125310,2813274,5626549,8439823,496385.04,199076,138372,77638,38208,18802,826309022,169919193,297883089,389968556,563067642,717294756,795357227,9609097,581660485,95289,62083202,500414,153092340,1012457,224881070,2523321,362402205,5033988,490735995,7512910,558117156,2467768,6761689,102978,3625479,421184,4603363,723135,5080435,1363353,5812005,1934638,6346477,2217857,6581640,1585938,18224247,89880,10181956,354648,13321065,575652,14695207,984036,16516305,1308880,17587145,1458186,17969609,2301880,30510536,36485,4753524,157243,11091063,288443,14176305,631888,18680320,1080900,22471574,1536698,25584355,1461267,52985886,93610,41211392,352372,47271141,558138,49358031,927580,51609066,1216791,52605395,1347962,52878951,574784,50965420,72397,37000144,204512,46120184,285072,48342426,410795,50223594,501497,50921996,543184,51041317,121447706,49822147,75281585,88885050,107548877,118663720,121231631,2015,1509976.74418605,284285.87678062,163662.398805662,102549.038960547,54821.2009135261,27747.9090198822,0.29321082639558,0.198957977959658,0.147726513674519,0.107821638064571,0.0720680217098532,0.0328955894824288
"256",49,"UT","Utah",1149088,11491,57454,114909,287272,574544,861816,413254.65,175066,128548.6,81266,43776.5,21956,80479037,13197518,24373989,32867004,50278837,67708172,76899350,1002025,57045837,9969,4502519,51363,11870635,103871,18357098,259150,32161866,514042,46338499,768728,54119915,346058,655282,10639,282547,45102,396202,79863,448536,162319,527078,254341,595766,305748,630486,165492,1209681,7770,599330,29671,817085,48692,907778,87089,1033083,126215,1132939,147644,1179078,185377,1719622,2939,183969,14021,506753,26369,663985,60064,926065,108128,1235209,143215,1483779,165461,4108393,8962,2846754,33192,3477660,52746,3688128,90406,3916571,128224,4048041,148405,4090852,108125,7207513,8100,4201665,26467,5785779,39232,6267409,63122,6808392,87118,7123683,99485,7206538,9396435,3543879,5410080,6420096,7897688,8981227,9350076,2015,1148509.09407362,243162.347975546,147820.294143243,101018.391418112,60671.8893592136,31994.6879612353,0.268526172875839,0.166975872795626,0.118923138602722,0.0848613698511811,0.0621675468398536,0.0401307645222408
"257",50,"VT","Vermont",298064,2981,14903,29806,74516,149032,223548,368052.03,169340.15,124799,77435.5,40466.5,20510,19146897,2654454,5385232,7523973,11886752,16105076,18344905,244449,12845552,2475,894241,12672,2552692,25780,4049540,65310,7267685,130460,10494454,194714,12295799,110808,149368,2733,40934,12067,67567,22007,81483,46780,105023,75467,127014,92732,138849,72391,645346,2410,219425,10066,359206,17375,427285,33540,521532,51315,594990,61846,624458,55023,832707,933,77471,4282,219676,7843,306750,17658,465142,31347,634912,41631,746689,59390,1227143,2445,720735,9653,935882,15949,1020477,29096,1124669,43277,1193352,51408,1216900,20423,915130,1749,533657,5354,736249,7858,803335,12296,869169,16461,904309,18685,915376,2252493,642383,1096755,1366425,1792844,2126771,2242306,2015,890457.564575646,229053.682268076,143510.769643696,97579.4900469694,56609.640882495,30058.3633045252,0.242001933354279,0.166389212158586,0.126088198617785,0.0977402247512423,0.0791610601746096,0.0515820627378251
"258",51,"VA","Virginia",3626264,36263,181313,362626,906566,1813132,2719698,472973.96,223294,162107,94433,46837,22142,291081942,44487292,87506806,121663979,188045795,249494667,279826058,3085815,206738858,31071,18750696,163233,49052441,327819,74627355,808013,124902984,1594863,172665090,2388191,197946352,1132129,1774882,33257,601391,144027,852057,262488,1012455,548329,1316827,856596,1581784,1014381,1695615,799843,6194915,30378,2083049,126923,3317234,222848,4021346,433156,5098853,635933,5825011,730256,6060511,577352,8362590,9297,1259126,41990,2963061,78533,3898785,174474,5222625,304293,6409230,413974,7295193,672603,13705599,30737,8904518,122230,10905664,207974,11806704,385072,12912454,546713,13496603,619378,13655007,211639,16674256,21775,11454653,59003,14376845,84694,15200323,132888,16081101,176366,16547084,197765,16673969,40579868,12438970,20795570,25872822,33631028,38967913,40434880,2015,1226795.68706395,296584.033092037,188387.887244709,122038.8572269,67782.0169739434,33457.4548350589,0.279607264024971,0.194251380896586,0.148643800234873,0.116872457963488,0.0868508212811457,0.0483646463823568
"259",53,"WA","Washington",3204594,32046,160230,320459,801149,1602297,2403446,492975.28,214100,153770,92330,47953,23590,263915923,48255840,86264413,114922899,171372803,225518404,253431602,2669511,179011811,27015,16329179,140921,42329682,284720,63957994,705519,107071965,1384410,148426411,2067220,171016020,1075353,2229013,29766,963903,129099,1281938,234006,1448499,486898,1732131,777298,1999937,940389,2128596,694853,8094393,26002,4455138,111098,5588027,191509,6148999,359908,6989825,530722,7657944,619338,7918173,441713,8549034,7627,1336616,35630,2943388,65592,3861768,144411,5348639,250429,6825442,333997,7796328,636795,20368376,27695,14637624,114138,17314192,190917,18342109,341429,19471146,491807,20112041,569824,20305231,202268,15170392,18632,9035337,55030,12439097,80179,13463809,124796,14482613,165939,15010518,186714,15156547,38539311,13444303,21009855,25417441,32129511,36897131,38364573,2015,1505830.36884479,296515.73519316,178859.544776539,117435.153633319,67585.0167509624,34841.456458162,0.278604682873617,0.199048567279808,0.153796889340211,0.11890312514969,0.0880518437684347,0.0525716186300115
"260",54,"WV","West Virginia",730212,7302,36511,73021,182553,365106,547659,296696.12,144340.35,110150,69420.25,35103,16850,39709839,4627570,10127517,14676234,24202928,33392525,37989109,600091,28224773,6090,1831831,32107,5585149,65312,9071533,163212,16399890,321031,23486444,471346,27034439,191487,228294,6201,52345,23958,90241,40949,109941,81424,148320,128791,187523,161023,210567,101534,525988,5109,169876,17739,282442,28080,332978,50200,412930,74226,477947,89103,507571,87056,1241143,2584,318932,9024,563267,15174,664104,30885,830682,50923,1002396,66123,1121246,77674,1155931,5082,720907,16218,909053,24536,981311,41444,1073936,59037,1130704,69230,1148887,26252,1517091,3839,1082136,9079,1357613,12001,1417667,16974,1474911,21682,1506201,24235,1517218,4352744,1204173,2077539,2630772,3538223,4180920,4342320,2015,633740.071213366,188296.312780307,124588.249794577,86976.3539422269,50339.3370692347,25179.4492558326,0.260217133398306,0.158795348391539,0.12162396561492,0.0952535055707678,0.0699374520993685,0.0351130317644581
"261",55,"WI","Wisconsin",2586130,25861,129307,258613,646533,1293065,1939598,391758.13,169462.55,126102,80804,42840,21247,175338653,27440682,51478079,70120141,108902841,147602997,167924232,2145438,122171209,23124,10860811,115817,27407737,232924,41547092,578698,71007520,1139658,100575967,1692750,116852939,973157,1158344,24090,380048,103084,551467,186784,642724,400914,811735,663078,982445,824840,1077854,602907,3501913,20829,1284318,83615,1949487,141909,2271290,277107,2766778,430430,3185018,522525,3373354,333106,4598921,6197,496475,27435,1395398,49999,1868979,110760,2686440,194936,3563494,254508,4105339,514375,8027658,21111,4686851,80114,5976625,131349,6500982,245053,7222771,372999,7745109,448634,7943838,141126,11638656,15074,8706788,41954,10486829,58572,10912915,88035,11341481,115993,11565348,130517,11635726,22103438,7644832,11804943,14172051,17929703,21002104,22011910,2015,1061083.56212057,232366.616398894,144170.123582819,99976.0259847391,59858.067350108,31431.0870442808,0.278594825012002,0.17306828189425,0.12697672607247,0.0968899019408138,0.0793898866970976,0.0496921569973479
"262",56,"WY","Wyoming",255999,2560,12800,25600,64000,128000,191999,458545.78,179836.6,134858.6,88180,47720,22808,22124448,6163123,8778507,10743128,14881461,19124406,21321930,216720,13192244,1917,1484182,10472,2857582,21925,4280617,56460,7500570,112121,10796565,167281,12568145,81192,347473,2416,241895,10070,273774,17343,285821,34408,305200,55965,326998,69634,338484,50917,1120296,1979,840806,7697,950371,12606,986211,23386,1036218,36370,1084521,44419,1106842,40573,578722,788,105460,3404,234770,6158,285361,13576,370712,24061,464976,32002,531017,47550,2554103,2155,2070340,8076,2302397,12839,2374796,22781,2461611,34532,2522917,41687,2545461,23602,1771728,2033,1200329,6662,1568762,9359,1655315,14081,1732157,19052,1766255,21726,1775892,3200683,1478246,1969161,2251457,2705827,3069335,3187414,2015,2407469.921875,255408.59375,153486.015625,107769.088541667,66296.015625,34336.8490132658,0.239853398999176,0.187702838283021,0.143689800730014,0.109795417623473,0.0856735121478124,0.0537327464910508
"263",0,"US","United States",136604116,1366041,6830206,13660412,34151029,68302058,102453087,465305,190983,134693,78540,39000,18694,9839640000000,1967200000,3440450000,4520950000,6602290000,8520560000,9478910000,113355558,6654400000000,1150538,740735000000,5972064,1735690000000,12050703,2534640000000,29966030,4102330000000,59532173,5604250000000,88807413,6389120000000,41504903,87921064024,1267070,42304103543,5441064,54360296213,9771209,60670525578,19958741,71318886828,30697627,80253957215,36514375,84621102270,26145611,244363000000,1125056,115998000000,4547003,160804000000,7670504,181863000000,14150068,211647000000,20308088,231829000000,23497064,239502000000,23130353,332363000000,369443,50302817190,1682418,116285000000,3069592,149085000000,6686155,199380000000,11527769,247244000000,15854675,283946000000,22779513,678582000000,1159787,497115000000,4482249,584194000000,7292279,615918000000,12838774,652350000000,17978977,671377000000,20592847,676923000000,8176217,616210000000,838906,420095000000,2432133,535849000000,3470008,566724000000,5275757,596981000000,6828542,612128000000,7619214,616181000000,1374000000000,543282000,821597000,971169000,1188530000,1334480000,1371150000,2014,1440073.90700572,269620.335403488,158194.350214327,101575.27223314,56170.1962186849,28062.1119791149,0.276170191134608,0.188912268793484,0.13842850532161,0.104433201687374,0.0760841800163689,0.0382636823707414
"264",1,"AL","Alabama",1907443,19074,95372,190744,476861,953722,1430582,333665,155247,114754,68441,33778,16834,108828000000,15402364.505,31208646.513,43775141.938,69028491.06,92220336.869,103937000,1596901,77042673580,16279,6012334096,84069,16668130094,169364,26106882267,419418,45277646839,833274,63723070768,1240160,73438506137,487842,761042711,16971,262353008,69733,380364120,123044,448154112,245922,569668810,366365,668609782,433621,720524566,257118,1687470262,14183,658350966,52638,1017813380,85502,1184147634,149717,1429042456,205494,1586294558,234378,1647670215,325317,3110523632,5795,553610312,23354,1178929994,41639,1434159616,90993,1864806203,158138,2218595966,218893,2440159399,214691,3938367053,14347,2580069313,49439,3219090822,77102,3465027657,129288,3745408101,173766,3883940092,195886,3925145001,90101,6055246333,12565,4425756147,31444,5422792507,42664,5676163436,61779,5925957314,77258,6041245158,84634,6064911360,12454538175,4125103.987,6718037.036,8283128.019,10641844.151,12117049.805,12432400.782,2014,807505.74106113,207165.089622271,131762.94326427,88262.3161923269,48634.3941085557,24570.4465272826,0.267822773942331,0.1640444633145,0.124544746173733,0.0934021115617157,0.0636088074295285,0.0269147430009866
"265",2,"AK","Alaska",326550,3266,16328,32655,81638,163275,244913,404788,194522,147666,92652,48827,23792,24270283588,2983319.502,6326778.82,9063226.399,14730196.542,20317134.595,23205449.453,283552,16991805884,2806,1069660876,14529,3252774522,29446,5268948428,73446,9536080491,145463,13855604147,218677,16209283447,88697,143785708,2968,44715295,12143,70127720,21443,82955601,42901,106290744,67415,128284203,79831,137730970,77424,365542289,2388,96101264,9541,164564494,16381,199476183,32064,259321559,51461,314210081,64429,342526928,54448,962810441,920,149114834,4460,351137503,8137,446967377,18619,619499511,32530,790628741,42831,901080447,48645,800786912,2465,395948990,9050,570548281,14770,643095158,26578,729169708,38678,780317999,44418,795541005,17575,1498539197,2042,1065798697,5385,1317139011,7443,1382761628,11258,1456213507,14676,1493197064,16383,1500460181,3394879631,883281.285,1534131.39,1964548.204,2670392.18,3208147.427,3373627.856,2014,913447.489895897,255968.405910274,167602.595639125,115692.590143519,68436.3469137768,35379.5396506529,0.296073311761564,0.194663683059056,0.157290356045224,0.124554031199878,0.0962522300943078,0.0572930712666783
"266",4,"AZ","Arizona",2674102,26741,133705,267410,668526,1337051,2005577,378168,169945,122527,72177,36037,18306,166323000000,25813467.8,50581954.168,69634683.885,107036000,141475000,159239000,2185507,113239000000,22183,10494845019,113818,26667006647,227949,40032970454,563922,66906743868,1131127,93503536521,1703407,108112000000,652604,1395887071,23611,528886666,95201,767712299,165109,890749113,321718,1095121795,479801,1255355727,565970,1331750541,457196,3726031222,19965,1426185600,79976,2172718666,134859,2554217946,248357,3107961172,352587,3478355806,405732,3619720146,416350,5332159556,7294,778825224,31456,1669660343,57651,2142270231,125505,2956005757,213224,3770656930,287255,4439100588,430657,8291049672,21269,5224849387,81974,6632273315,134609,7212050140,239579,7863205396,334257,8182414750,382415,8269583822,153102,8811914681,15966,5662031502,45147,7414982146,64454,7914603166,98501,8466967061,127280,8739912708,141524,8809252117,20412767309,6937058.213,11231473.942,13742882.743,17425324.837,19788460.899,20361383.036,2014,965314.229086422,231559.088740137,142498.258980592,93243.1419215389,51514.9022100894,26571.8909960121,0.268737942021103,0.173382243274592,0.131813595128008,0.0984575538111381,0.0686180220680043,0.0322518654019364
"267",5,"AR","Arkansas",1141263,11413,57063,114126,285316,570632,855947,334529,150385,109646,65356,33035,16717,65853010045,11771099.989,21116451.881,28338938.479,42741941.323,56146885.062,63055490.182,957143,44214611749,9912,3742211236,50067,9947035301,100254,15190323320,248752,25902170528,497648,36520364554,742651,42173910356,285083,467595884,10071,175256866,41160,245115549,71893,284659446,140926,355812147,209741,411929451,250361,443204659,162589,3448505296,8156,2866868200,31995,3059418700,51903,3152565039,91718,3294782226,127259,3384528280,146999,3423066168,188276,1944716241,3452,260542246,14094,572496945,25567,724602183,55881,1005479048,95998,1311126923,130174,1571297806,144585,2543433463,8337,1605936773,30685,2005323386,48392,2179670428,83031,2385450693,113760,2493961648,130611,2529977675,63145,3719244556,7122,2447794516,20174,3193118025,28409,3400628063,42253,3608783349,53379,3702490911,58970,3723554660,7797913175,3110937.912,4626210.345,5484985.873,6774487.495,7588897.529,7783045.561,2014,1031376.49951809,204717.456560789,126570.39759564,84134.60391378,46982.7971056653,24213.9569248024,0.264286083280844,0.16214182735025,0.118903028250382,0.0895300539732366,0.0607544537192332,0.02810234897316
"268",6,"CA","California",16288008,162880,814400,1628801,4072002,8144004,12216006,553237,220425,152155,83227,39550,18839,1317690000000,297331000,503238000,650350000,921812000,1158850000,1273800000,13405435,877274000000,134116,113929000000,702893,252977000000,1421489,361794000000,3519783,565330000000,7013628,751997000000,10507953,845929000000,5497921,11871199255,153260,5809061282,692134,7552858366,1293139,8455570946,2779916,9933618808,4283842,11047915879,4974247,11526553501,2943875,32091219644,133904,15314497894,557307,21187484761,940819,24035447048,1709796,28100671217,2375073,30657864573,2683883,31540225062,3107361,54384391596,39642,6873746005,198223,16489378446,376812,21975987221,842150,30730573140,1469458,39393882187,2070128,46620618133,2816309,113199000000,141278,86235342110,574920,100487000000,947279,105292000000,1665720,110265000000,2281059,112491000000,2571227,113048000000,951128,84434195818,95750,56228458601,290124,73283791711,417522,77662303665,633902,81932620271,806809,83913170872,890883,84417404517,194568000000,79860519.662,121322000,142457000,172327000,190223000,194220000,2014,1825460.46168959,316040.950392927,180638.285070868,111109.155570909,58211.6609962372,28229.3574511997,0.268591299467597,0.201360227374494,0.143666050356191,0.110033816887815,0.0754984432875741,0.0347716398434102
"269",8,"CO","Colorado",2368218,23682,118411,236822,592055,1184109,1776164,483428,206244,146931,86591,44238,21796,182489000000,32002064.321,59152933.068,79496446.189,119002000,156205000,175284000,1997631,122469000000,19523,11086911089,103066,28472954666,208845,43098703775,520838,72570007904,1032429,101248000000,1547655,116948000000,731138,1649949892,22153,791193578,94832,1032521978,169237,1151499814,344076,1345478691,537922,1512637502,643323,1590692532,518453,4220807236,19261,1605979151,81015,2473066077,141082,2902248636,269511,3508013678,397079,3944095930,462941,4109918901,425869,6252553591,6625,665339275,31117,1714401776,58475,2383664856,131923,3500695562,230354,4641676231,311088,5478656058,483836,13360196005,20546,8535526044,84220,10755260111,142315,11640585172,260678,12620868393,375336,13149406381,433433,13304287598,209470,12803723789,16139,7146772289,52416,10084027355,78747,11054364840,127130,12084970319,171324,12639458050,193338,12788111594,25828664237,8976202.738,14242440.615,17243328.685,21671324.577,24785791.783,25725732.031,2014,1351324.39494131,286616.228895059,171804.250627053,111210.258649957,62837.1736361886,32225.0466595164,0.280488241257291,0.19396203952339,0.147510808588035,0.112085402300247,0.0837154854716018,0.0492656977829026
"270",9,"CT","Connecticut",1593750,15938,79688,159375,398438,796875,1195313,760972,255522,172259,98913,49966,22800,165409000000,45596451.359,70839300.742,87217129.903,117931000,146448000,160522000,1316213,106579000000,13388,18201544603,69661,35294996637,141092,47326381113,353056,70418411854,693985,91884305109,1033066,103099000000,598020,1984061967,15394,1254733435,68155,1463612040,124708,1561725985,265607,1718459932,433955,1867414123,525751,1936528242,433314,5760975396,14684,3030311678,62746,4029608219,110387,4467061945,215066,5062038339,327697,5504921688,386826,5668479247,262489,6154796895,3885,897349475,21208,2367553216,39579,3131131726,86831,4184830703,145397,5061146817,192312,5649997777,352353,15511454485,14805,12141309657,61396,13813959348,103155,14400556323,187279,15037866914,273604,15385708104,317948,15485376056,100735,12403876476,10138,8771334867,31097,11068299219,44045,11627282801,65640,12087851702,84688,12318013210,94323,12394068715,28989930812,13521313.841,19237921.659,21823679.204,25485473.206,28138175.552,28919795.772,2014,2860864.05816288,395966.264831373,205526.988856401,128476.05065192,71572.1682474268,35322.9360653351,0.296543117676878,0.226464442712632,0.157881580005571,0.11922281335551,0.093021788617316,0.0555364658235043
"271",10,"DE","Delaware",411670,4117,20584,41167,102918,205835,308753,385450,180524,134128,81888,41746,20383,27676894528,3729810.359,7681893.333,10852406.562,17264356.881,23385400.061,26495802.582,341648,19071270628,3469,1653898060,18116,4316589104,36392,6616202676,89412,11205945965,176457,15741141729,263578,18201779687,123616,180986566,3762,49841399,15612,78799042,27930,94884635,57549,127437145,90533,156497071,108895,170760516,87150,699055955,3440,291633483,13851,419103489,23689,485092610,45025,584538296,66834,656397652,78258,683089140,50626,665085351,985,81003215,4316,214840060,7667,276114727,16720,383362713,28408,497745500,37450,580362856,68846,1070510969,3393,621930132,12702,815440596,20794,897882762,37445,997168594,54049,1052426248,62308,1066706449,21909,1304685186,2307,852000840,6076,1098046687,8483,1161458245,13394,1237718035,17912,1286843413,20280,1303846067,3457170753,984127.318,1683616.414,2118771.309,2803032.799,3308442.03,3444439.886,2014,905953.45129949,240000.180603631,154035.525870864,103835.570581853,59475.5305731803,30222.1430750694,0.263854518936951,0.176992512708312,0.137250616404856,0.106716592605589,0.0825691334201631,0.0437235550967457
"272",11,"DC","District of Columbia",324043,3240,16202,32404,81011,162022,243032,689179,262147,174544,91112,47782,22715,30116321428,6573274.629,11519430.42,14947651.974,20944514.499,26303252.962,29124787.633,277698,20542507688,2364,2057653954,13560,5284075794,28073,7899325861,71578,12761249014,143941,17326005886,215548,19764162633,92857,204393526,3109,108806356,13645,141169447,24989,157277417,50296,179796981,74135,193395092,85804,198934243,72471,869211859,2938,379227192,12580,591173911,22385,686285219,42506,795290954,60243,844291091,68149,860506800,57479,1209423485,980,266970844,4666,557930760,8533,711288170,17426,901934955,28224,1017632462,38642,1084434117,62875,2682966729,2952,1941827957,12229,2328042501,21176,2470221616,38577,2605489714,53021,2657415201,59289,2672976572,15494,2230517747,2275,1619696628,6153,2092561283,8427,2166683244,11667,2214576770,13764,2229270081,14782,2232548651,5135217453,1790707.503,2884509.279,3462738.742,4340697.008,4955285.611,5121235.818,2014,2028788.46574074,381588.936198118,211592.491914578,123374.463040303,66148.2818753009,34829.4614368596,0.272422438444873,0.221141796218849,0.168667472009016,0.146402933590678,0.114689046170753,0.0588155831312839
"273",12,"FL","Florida",8762028,87620,438101,876203,2190507,4381014,6571521,468115,173965,119901,66820,32508,16279,588928000000,144866000,234371000,296707000,413325000,516195000,568131000,6936365,349384000000,68038,40850401338,350503,92206901659,706448,132776000000,1770436,212904000000,3617427,292483000000,5458205,335133000000,2197975,8044556052,80420,4179363973,328619,5460175214,572663,6041323309,1121716,6925690505,1638488,7529518531,1924631,7819503019,1581215,21793533036,70809,10950039407,280688,15312380369,473091,17146976019,872845,19545393857,1224843,20914056659,1414944,21438808705,1717706,17774339975,22716,2912891352,98112,5907336939,178681,7306652713,390691,9556504802,700811,11729874581,1067017,13766464422,1406719,56830300734,74913,44556601875,286314,51332269231,464769,53472363639,814584,55655768350,1109439,56564168000,1262566,56793784999,724356,48960276564,63599,32785747648,194932,41759583787,281951,44225189165,438351,46948022767,578228,48449976971,660171,48910729710,86813486371,41376088.151,58219721.313,66722180.977,78448990.01,85259528.911,86717130.154,2014,1653343.98539146,255377.609627911,142286.499490986,88729.8524542267,46961.7307773954,23709.5795630874,0.285616280914776,0.188186505357243,0.136397261036961,0.100557452820319,0.0662052969864877,0.0280653350854898
"274",13,"GA","Georgia",4076185,40762,203809,407619,1019046,2038093,3057139,413407,176751,124599,70389,33889,16571,257433000000,45162312.944,85243726.249,115110000,171938000,222339000,247317000,3438832,183770000000,35578,19381225798,182863,47634836138,366161,70071723360,904982,113543000000,1803308,154729000000,2689622,176249000000,914036,1557705649,36468,586944114,147562,847786022,256292,992566825,494969,1231602398,711738,1411307179,821988,1495551232,623425,5761447668,32909,2905420283,129772,3989683262,215149,4486624558,379322,5157640537,512097,5541142985,574852,5678005257,873421,7011214101,10675,1039198010,48606,2379493744,91089,3028397398,208885,3982532442,380756,4682295337,567300,5261401691,528597,12625508528,33911,8911837680,125607,10763153269,199369,11439991510,333629,12191592920,439392,12513895372,488690,12600029063,240195,16324995847,25142,10622382505,72391,13918629273,104487,14835473826,159302,15775279937,203714,16220768807,225457,16329122630,32542866950,12111834.882,19260644.315,23171759.215,28657182.699,31862532.626,32500579.158,2014,1107951.35037535,245827.358399725,146539.785834846,92943.2295269918,49458.9552788046,24511.1604382923,0.26818455682326,0.178357219557131,0.130954230601635,0.0965267734919406,0.0635969509930358,0.0255443402994636
