Year,state,total,top_01,top_05,top_10,top_25,top_50,top_75,agi_01,agi_05,agi_10,agi_25,agi_50,agi_75,total_agi,sum_agi_01,sum_agi_05,sum_agi_10,sum_agi_25,sum_agi_50,sum_agi_75,total_sal_num,total_sal_amt,num_sal_01,sum_sal_01,num_sal_05,sum_sal_05,num_sal_10,sum_sal_10,num_sal_25,sum_sal_25,num_sal_50,sum_sal_50,num_sal_75,sum_sal_75,total_int_num,total_int_amt,num_int_01,sum_int_01,num_int_05,sum_int_05,num_int_10,sum_int_10,num_int_25,sum_int_25,num_int_50,sum_int_50,num_int_75,sum_int_75,total_div_num,total_div_amt,num_div_01,sum_div_01,num_div_05,sum_div_05,num_div_10,sum_div_10,num_div_25,sum_div_25,num_div_50,sum_div_50,num_div_75,sum_div_75,total_businc_num,total_businc_amt,num_businc_01,sum_businc_01,num_businc_05,sum_businc_05,num_businc_10,sum_businc_10,num_businc_25,sum_businc_25,num_businc_50,sum_businc_50,num_businc_75,sum_businc_75,total_cpgain_num,total_cpgain_amt,num_cpgain_01,sum_cpgain_01,num_cpgain_05,sum_cpgain_05,num_cpgain_10,sum_cpgain_10,num_cpgain_25,sum_cpgain_25,num_cpgain_50,sum_cpgain_50,num_cpgain_75,sum_cpgain_75,total_iradist_num,total_iradist_amt,num_iradist_01,sum_iradist_01,num_iradist_05,sum_iradist_05,num_iradist_10,sum_iradist_10,num_iradist_25,sum_iradist_25,num_iradist_50,sum_iradist_50,num_iradist_75,sum_iradist_75,total_pension_num,total_pension_amt,num_pension_01,sum_pension_01,num_pension_05,sum_pension_05,num_pension_10,sum_pension_10,num_pension_25,sum_pension_25,num_pension_50,sum_pension_50,num_pension_75,sum_pension_75,total_scorp_num,total_scorp_amt,num_scorp_01,sum_scorp_01,num_scorp_05,sum_scorp_05,num_scorp_10,sum_scorp_10,num_scorp_25,sum_scorp_25,num_scorp_50,sum_scorp_50,num_scorp_75,sum_scorp_75,total_tax,sum_tax_01,sum_tax_05,sum_tax_10,sum_tax_25,sum_tax_50,sum_tax_75
2016,KS,1209786,12098,60489,120979,302447,604893,907340,419166,180242,131337,80799,42095,21126,83639547418,13175256418,25224629048,34408746256,52883294519,70768857426,80131461767,1007607,57734939244,10436,4809809764,53546,12828323323,107945,19653469686,268163,33614499205,530664,47478012322,791419,55140554059,406238,635379584,11200,221881266,47524,318261914,85424,370724786,177223,463347819,281791,552020962,343784,595973718,248122,1860751658,9562,862723974,38344,1164385085,65188,1315858123,122642,1550492942,183045,1732245401,216628,1805976470,190622,2686876992,4409,368032191,17608,916394304,31096,1196042815,67792,1673364359,115356,2138785989,149048,2434141961,220943,3670303327,9895,2361585726,37665,2909865666,61580,3117984280,112134,3401480476,165163,3583005727,193984,3643668416,153264,2435674439,2038,108461224,11418,496573301,22672,830491325,54666,1491394511,95729,2034515430,122933,2275269990,264169,5331678492,2031,96220136,14128,611324747,31412,1237450814,83708,2714452327,155558,4174737669,207441,4903088185,81159,6150545153,8114,4127366249,23975,5391464176,34358,5710001826,52628,5989313405,68059,6123979198,75547,6156817527,10722940019,3639632301,5817662162,7062998955,8912797233,10264741551,10681817315
2016,KY,1756882,17569,87844,175688,439221,878441,1317662,344993,156731,116147,71235,36880,18477,104712000000,15071279359,29938288611,41634981867,65444099693,88183947451,100111000000,1476994,74465167856,15381,6208590579,78101,16384185690,157381,25222606669,390545,43358619291,773209,61319184740,1149397,71091751684,419634,590727183,15235,193718366,59677,286812584,102342,339333842,200043,430700111,303193,512205360,365406,555713442,259114,2043160173,13077,963112924,49072,1341601932,79244,1511485076,140004,1752376105,198729,1921031724,231651,1993606317,268812,3287486931,5969,538353362,23009,1135716693,40539,1419115947,86434,1894260294,144207,2360767019,190653,2747085996,217763,3975965700,13176,2761211589,45722,3315656157,71068,3513643406,120760,3764022268,168319,3905005796,194905,3955888688,165198,2622177313,2989,166020831,15819,670903930,29680,1030611950,67167,1715969261,110238,2230267873,139056,2477109603,391151,8974830753,3299,170285929,23823,1191602654,52121,2315318160,135366,4896508118,243325,7277537402,322940,8433496227,91209,5664849842,10800,3733286320,29506,4905914476,40717,5198449248,59787,5479864988,76228,5622880770,84504,5665022911,12106224835,3985322689,6421814765,7840855772,10044534148,11625783088,12070806040
2016,LA,1840210,18402,92011,184021,460053,920105,1380158,398869,170681,124246,71779,35009,17069,114657000000,18541028762,35852453218,49092186918,75036488662,98340153531,109910000000,1553275,79707433695,15260,5962712996,80618,17310922524,164841,27525355496,410981,47656086726,812575,66380574071,1208148,76161983909,450401,785344498,16763,320274113,68171,453645004,117500,515758774,231057,626738888,343915,715607356,403815,756223013,256920,1895088342,14149,789368691,51937,1182597127,82834,1351477463,146439,1612637141,203862,1785069616,233253,1851579729,370457,4060191752,7018,856515877,27531,1752533988,48331,2102144797,104364,2664635882,177797,3107937814,249674,3338817389,222999,4294541758,14555,2954731557,50029,3629635029,77450,3852639783,131939,4116433759,179677,4246657469,203337,4282938834,155026,2782957994,3023,162125099,15970,719411442,29860,1136327397,68247,1930331852,110134,2451656461,135268,2671349285,351559,8359107133,3420,193291485,23736,1225930559,49419,2213460588,126062,4604808364,226475,6902501299,299128,7956830036,110669,9338321378,13451,6696958397,37339,8439085947,51541,8836780514,76071,9195997244,95142,9331049725,104030,9355651493,14526899082,5230718295,8283538870,10037962996,12590651754,14175616571,14504998389
2016,ME,599263,5993,29963,59926,149816,299632,449447,356851,163699,120385,74635,39530,20452,37194137141,4946808159,10258149647,14403905802,22846214260,31083371754,35492633768,491471,25457923096,5126,1946638006,25923,5370008676,52380,8359931249,131351,14596223085,260151,20808013577,386200,24267787284,198987,256704897,5518,69725357,23027,112557069,40763,136661416,83817,178413525,135122,218801139,167624,239379356,117947,883886239,4526,280509674,17540,469405264,29221,562419423,55387,698743067,83785,804214130,101158,849630369,106522,1609458379,1765,156060059,7871,416167973,14365,572917205,32670,868967418,58297,1193106013,78887,1423566360,98350,1819037187,4598,1135631278,17084,1444410761,27449,1564334020,49139,1701411942,71950,1784625912,85361,1811526091,75281,1164825519,1178,66501559,6201,280662728,11773,437184167,27312,735725133,46900,969051693,60470,1084160490,128781,2901682664,1190,61910972,7558,367865060,16165,693170019,41936,1474402269,77177,2289081346,103209,2696415950,36639,1901340517,3421,1124276063,9946,1543928461,14492,1678195542,22471,1812488791,29850,1881552249,33705,1901090114,4333439311,1261080440,2145360556,2664315127,3477294490,4103248924,4312132522
2016,MD,2746978,27470,137349,274698,686745,1373489,2060234,488335,224070,164683,97341,49336,23001,225648000000,34145532405,67104972543,93208971151,144783000000,193152000000,217344000000,2275340,161738000000,23569,13742346023,123944,37470480486,249251,57729665168,613893,97604267752,1203635,135380000000,1798518,155545000000,905046,1329791090,25963,472509631,115717,675208951,212903,793544003,448535,1015414181,696400,1203012630,818635,1279817118,543348,4188907626,22986,1456840275,92542,2332625347,158079,2776677087,298708,3460843524,431962,3930214805,495808,4093451578,543764,6799652571,8264,1186119059,36932,2673969056,67718,3396332310,150121,4422352485,259531,5202802365,357698,5788441766,459580,8368763518,23136,5750181565,87825,6964884600,145168,7430910136,262982,7993633508,370902,8277002690,421622,8349846376,266674,4811862373,4889,289061397,25143,1129614796,47965,1813721500,111073,3148705308,187670,4202887201,230409,4598600548,571013,17947250687,5188,350112590,36112,2294050503,77576,4481338688,200252,9771772340,372066,15078925728,483738,17139170278,147083,13549990561,17121,9705551387,44756,11967631190,62210,12546196323,94285,13146125521,122579,13455216739,137274,13548361199,31198146025,9358835184,15796886946,19573417254,25547498400,29872181617,31087479322
2016,MA,3096292,30963,154815,309629,774073,1548146,2322219,655689,258706,178580,101497,51641,25022,302038000000,65300572762,111639000000,144395000000,206087000000,262681000000,291677000000,2596961,206394000000,26497,24630232246,139313,57715770218,282162,83347715414,702594,131663000000,1374565,175194000000,2044658,198839000000,1204392,2820632446,29631,1511755741,131763,1842140252,242382,2011931605,520445,2315050921,853724,2594833818,1043836,2720725839,769010,8117731599,27322,3686279415,116264,5206789432,201885,5926918963,385100,6925220805,579362,7665591205,680495,7937492069,508035,11301456900,8609,1520090432,42127,3837365901,77410,5201882724,169693,7264859788,285831,9083429704,379503,10288945490,644769,22798325929,27884,17237648443,115626,20086340664,194184,21087702344,349075,22134856636,502887,22635246104,579518,22766250337,354992,6731387014,4651,284844921,24139,1244879904,47902,2139281490,119450,4020370927,221862,5662799813,284833,6311350876,590839,14928185729,4999,271634159,26398,1307386293,57600,2647212791,167685,6785126652,344100,11770284534,464177,13863510530,177022,20966598177,18900,14786884211,54550,18571456747,77564,19559132280,116776,20426447176,149717,20844497495,165803,20965083992,49617665620,18510548688,28806882040,34122429681,41918469060,47595892907,49427343954
2016,MI,4308254,43083,215413,430825,1077064,2154127,3231191,400202,176674,129519,78424,39108,18250,288329000000,48671713350,90117968900,122320000000,186861000000,247705000000,277770000000,3411463,197967000000,38523,19709327638,194333,49535170694,387832,74158180784,948095,122417000000,1855868,168047000000,2734328,191032000000,1331421,2129650366,38667,824125061,159399,1130114701,282404,1303291353,577910,1612998889,911739,1883878196,1118562,2026204311,831893,6083594591,33968,2719139352,130370,3740000160,216694,4233046257,407664,5032022163,608770,5646624523,726983,5910770817,666129,8489650709,11716,1322045531,49874,2930837134,90195,3730798002,197946,5069078406,345531,6370273705,473659,7273175991,713592,11367853651,34370,8280692509,125594,9661665164,201755,10202135204,365047,10885662839,532193,11260410252,628001,11363822269,533433,8730126603,7077,411286040,38644,1820716258,77114,3023150765,191896,5455738472,338619,7379972717,439635,8257922328,1063844,23355540581,7461,399917848,49963,2441394367,111087,4863512040,307436,11158870672,593344,17821179888,830644,21559573487,229397,18913157763,26239,13908366172,69787,16812095270,96515,17564709264,145033,18361461838,189605,18790961972,213853,18915936127,38059326034,13520676235,20948255702,25306560048,31982638300,36749909924,37982963558
2016,MN,2485399,24854,124270,248540,621350,1242700,1864049,475808,204236,147450,91193,48525,24713,196537000000,31928836334,60123008530,81372467289,123952000000,165930000000,188204000000,2083356,139218000000,22245,13405112043,113431,33543652388,227517,50007137305,560784,82908804387,1097191,114944000000,1634844,133063000000,831793,1428572611,22938,540773421,96151,742805502,170467,855460861,354378,1056571015,580179,1253852203,712145,1350471402,584165,3964222705,20312,1612053028,85203,2326071926,146487,2678219953,279760,3201140459,428464,3640885226,510402,3824537336,380412,5460903294,6501,547775264,28708,1518120017,53742,2098925814,123201,3113716199,218837,4162988100,289840,4844717544,504833,8902241422,20711,5970353461,82479,7201784363,136163,7709269317,248682,8325555491,373597,8720123051,441842,8850036464,318991,5220622350,3697,201043207,19661,883860096,39607,1513867796,101719,2910290384,191810,4202985371,251923,4804233550,512139,11326183714,3972,195478255,23168,1050467834,50568,2126672435,144638,5189770610,293690,8788373522,399431,10412512942,177781,13949675543,14867,8862076996,45953,11670582116,68203,12516177693,108752,13360120127,146286,13810360792,164539,13933379738,26726094207,8675170409,14088641742,17076702416,21652679273,25292419381,26577754572
2016,MS,1148878,11489,57444,114888,287220,574439,861659,306387,144360,106921,62110,31172,16225,60474095484,8391399699,17199077406,24256332417,38256549763,50936683540,57578398452,972521,43116839356,9716,3121978229,50074,8997564002,100788,14228135655,250121,24782791116,502258,35188944521,753586,40953700459,233730,353705627,9897,130469095,38438,190240369,66350,223258239,127956,278953210,181789,318410803,209839,338155108,121100,793581962,7967,350609554,27329,508911377,43307,580996763,74128,688748070,98493,749534977,110531,774536017,219119,2030415335,4403,437621039,16543,806799049,29012,980084941,60861,1249751496,102505,1434414740,143022,1547854555,104425,1985135559,8029,1431601710,25748,1697998656,39521,1794788936,65648,1911447147,85586,1963752049,95339,1978957886,84475,1308704823,1992,100614831,10145,387738291,18865,590188897,40698,936094160,61087,1150501390,73678,1251571643,228940,5463711862,2511,153600809,18101,989972413,37778,1787712364,92057,3424869910,153797,4676821996,196535,5231127232,49911,3462320836,7240,2494396219,18529,3119372987,24911,3255896148,35506,3397983567,43319,3452035282,46942,3464774423,6424001781,2171158834,3537228746,4349703552,5568657158,6268302084,6413856962
2016,MO,2555974,25560,127799,255597,638994,1277987,1916981,388677,170366,124173,75530,38735,19195,166489000000,27648927577,51467030471,69813461906,106595000000,141649000000,159752000000,2102549,115451000000,22241,10970408162,113467,27411487916,227824,41156958019,562295,68718826110,1111100,95805508474,1655470,110550000000,762620,1299635340,23134,527409207,95187,705697427,168906,801281866,345422,984439937,538299,1146352194,651290,1230169103,497049,4255057168,20323,2158640184,79357,2819758546,133489,3130658001,250973,3623716955,370058,3992182562,436873,4147240326,393646,5082833853,7746,765068370,31791,1733183132,57222,2212937380,125540,3019030663,218175,3876685384,291931,4464400331,426431,6365386913,20673,4122261943,75913,5077499367,122785,5439461967,221654,5931716921,321687,6224916236,376720,6325628056,294190,4716051279,4501,245301513,24532,1084063129,47886,1755007446,112995,3033479802,190601,3993974475,242183,4444838937,579218,12797246714,4769,250682192,31868,1537814410,69879,3065626468,186785,6761735579,345804,10277849868,461274,11919987153,142389,11120032922,15332,8041541866,43142,9878747009,60780,10358940355,91837,10827099557,118921,11063665101,132320,11122067433,21078331478,7548827637,11687288908,14075146749,17684556189,20283730292,21018248278
2016,MT,458280,4583,22914,45828,114570,229140,343710,376072,162737,119858,74746,38358,19129,28573938777,4189164165,8320044700,11469065127,17926374834,24163509197,27379023243,368735,17914465979,3757,1151720300,19064,3389042448,38817,5505652843,97165,10008992901,192941,14541365176,288740,17055934193,152683,289120107,4219,88066779,17824,136977108,31287,163494244,64675,208171726,104403,249494666,128617,270225205,98168,682739338,3284,207942205,13373,345900419,22741,412709735,44305,513840801,68154,597897000,82628,639878219,78852,987444482,1401,97584262,6169,268052374,11412,360567053,25713,533784489,46109,746143716,61140,888376414,92745,1782087597,3617,951092175,14240,1317099141,23373,1452121367,43918,1621538876,66595,1729575892,79904,1765609545,53593,823250067,796,50299659,4508,210961236,8746,326428419,20333,530115946,34803,694586009,44168,772990200,99039,2348308814,863,48779804,5926,297074455,12849,576577720,33596,1266400683,61529,1917784327,80910,2207486824,44933,2522814162,3222,1450053849,11012,2052473997,16305,2218965530,26282,2401318369,36107,2497042274,40989,2521653076,3337461721,1065229588,1751436918,2139107992,2740995031,3185237709,3325120394
2016,NE,813211,8132,40661,81321,203303,406606,609908,398807,174233,128947,81632,43456,22912,56044036586,8355692315,16111598553,22125523588,34506121610,46777622613,53402166112,694994,39124006670,7175,2966149796,36293,7939093609,73118,12362862468,182365,21816796931,361423,31475088249,541411,37074249486,268303,447155022,7546,157074559,31861,220533095,56694,257747005,116454,323031550,186554,386093601,227717,417662105,175060,1145075434,6349,509564404,25781,699717577,44160,792260066,84598,935590547,128069,1055570477,152087,1105002352,125003,1422644238,2359,161902307,10073,396978295,18407,525661338,41784,774621457,74110,1064890675,96042,1243292392,161487,2743158180,6522,1691987485,25464,2108282520,42456,2273187834,79110,2501438482,118790,2657039068,140687,2711547913,97292,1425753115,1324,87505550,7295,302752826,14161,477990504,33762,837874207,59463,1152447640,76827,1305896021,153189,3151535654,1372,64562079,9182,425099680,19814,826048486,50548,1703203369,92569,2550435726,121438,2919374391,65528,4138635973,5520,2556234698,17511,3460087070,25820,3724369843,40629,3977639293,54275,4107208075,60658,4139379013,6818780380,2210326814,3561288467,4333568079,5521274355,6451297444,6778651852
2016,NV,1298174,12982,64909,129817,324544,649087,973631,413568,168629,121497,71645,37240,19837,92573978404,23441681355,35703743894,44872836327,62861706081,79717997831,88856106708,1084246,57228166818,10291,5551542960,53772,13105951528,109474,19645946452,274266,32936426322,556106,46507442253,842921,54379590046,268171,936620527,11388,546309773,44290,685101075,74597,740417691,140725,823550970,202477,883799352,234698,911720120,165481,2640843898,9050,1756111891,32953,2105406108,53079,2239158604,93452,2428770014,128380,2546668211,146117,2596514418,210911,2517267652,3752,473308031,15808,955336082,28325,1192387073,59960,1546864881,102630,1879371429,141984,2113186067,165924,9569677406,10096,8457580056,35513,9109013661,55384,9290630663,94485,9478564808,128765,9549970734,146851,9567745183,104041,2040609009,2152,170548465,11945,638035635,22382,951541127,48458,1472411221,73176,1797248376,87478,1938235274,249023,7032391483,2648,252988273,19605,1304979863,41584,2371033898,100926,4541389623,167161,6108330500,208100,6709496145,66759,6589411758,8690,4967886980,23237,5985725636,31350,6224895688,44758,6460032805,55613,6567995803,61371,6596288493,13107488910,6273800482,8457365289,9689469345,11528678486,12731528924,13070288102
2016,NH,634008,6340,31700,63401,158502,317004,475506,459292,211254,154596,94847,50114,25204,51707824342,8350558307,15581130250,21237089816,32596218903,43696126058,49517381797,532304,36682501856,5359,3647211725,28016,8794772683,56852,13143815529,141967,21906821198,279416,30347716031,416516,35065814215,214970,391510771,5825,155145527,24556,212680075,44066,242561834,91768,295476015,149624,346420951,183946,371578879,150049,1218552748,5180,436559956,21143,674644320,36436,792036858,70609,971547180,108877,1119199603,130203,1178006372,101251,2378014407,1887,389164094,8335,835345355,15131,1087587393,33595,1513878123,59215,1940728382,77804,2193532440,124110,2787814427,5314,1936609706,20753,2310853236,34277,2459394650,62270,2639542852,92411,2747297061,108864,2777841663,81114,1476204824,1130,71174495,5700,293726501,11110,485408063,27082,874212430,49810,1220417638,64624,1374203259,132660,3145482273,1214,66773354,6964,356665382,14759,680563843,39850,1525295893,78307,2476601825,104550,2902975220,32365,1802867307,3510,1124859020,9467,1470180171,13311,1586701883,20038,1705583221,26501,1779587790,29755,1801281211,7425889469,2366854421,3798776826,4660198629,5995813661,7016308666,7380041794
2016,NJ,3995886,39959,199794,399589,998972,1997943,2996915,641712,260150,181224,102545,50661,23202,373627000000,69084584038,128625000000,171377000000,252051000000,325158000000,360880000000,3326259,266443000000,34980,32120857562,182391,76467810251,367515,110249000000,903761,172555000000,1757196,228200000000,2614497,257197000000,1339041,3316630087,37540,1500090665,161925,1915202496,291217,2155191432,607591,2597173477,976482,3008407627,1176787,3192755415,1002432,8261171636,34942,3019292566,149904,4572322491,262174,5390200809,509683,6678841315,768234,7677748490,898225,8043669649,656985,13682595479,9803,2047104437,48586,4954220247,91684,6578916010,203197,8904928476,341628,10807698075,461553,12170106850,825716,16215904937,35299,11538490214,143949,13842117611,241435,14664515674,444130,15596796256,646432,16081150703,745946,16199501152,437005,8424387632,5464,359432978,28769,1528333252,59086,2653056042,154723,5110081807,285923,7197535280,364133,7998106833,780353,20698772660,5571,327145230,33943,1788729303,78903,3889854137,238523,10180699968,479784,16915482684,636539,19498389296,264191,24480374899,24321,15847276788,72221,20843420816,105376,22225696534,164645,23565057283,217148,24246401535,245215,24458001589,58644357625,19695299773,32989601111,39875212093,49749493961,56587204973,58475188302
2016,NM,850836,8508,42542,85084,212709,425418,638127,313882,156218,114801,66838,33422,16769,47224251871,6209549777,13163737817,18795116274,29923545357,40052072641,45277608566,689578,31820287958,6905,2228017869,35753,6605861410,71716,10469498210,177208,18319095861,356332,26110156793,537527,30373080185,221051,367766154,7442,95882128,31333,164565007,55353,206323817,109528,274871386,162091,324671235,190641,348264725,119894,1012342219,5877,443699587,22881,626664080,37861,720820746,68001,860921105,93444,948789273,106778,985158579,124462,1435854291,2516,223208631,10457,464193850,18969,602773974,40356,830806765,67246,1048727904,89408,1232271994,108173,1777458611,6144,1189378241,22364,1456035487,36010,1560164379,62678,1689804385,84996,1750871330,96519,1772333875,76652,1333531023,1817,111313106,9561,422363839,17745,640089584,37269,983284031,55523,1189973527,66230,1279917105,187462,5273833284,2319,170689899,15765,975065357,32320,1749337070,76588,3332434058,126754,4554572018,159800,5064659008,40046,2042377374,4716,1385446978,12410,1755503034,17420,1863978032,26404,1984563259,33368,2036112896,36976,2045818678,5363136227,1609296759,2748395788,3465940032,4546013406,5196270369,5352446735
2016,NY,8917759,89178,445888,891776,2229440,4458880,6688319,638350,221606,151817,85031,41922,19191,785934000000,211736000000,331063000000,411612000000,561227000000,696347000000,762401000000,7325998,516687000000,74373,79256386756,394264,163389000000,795999,224542000000,1974159,338628000000,3927112,446460000000,5843781,500637000000,3166751,11164979884,85751,7644888755,383938,8759235467,713802,9273814651,1527602,10074729280,2374158,10689843762,2816702,10973222123,1865175,23332072568,77717,13395886243,313768,17077898117,530383,18667565669,995258,20888546096,1444485,22388460699,1676777,22974118000,1553375,28092452944,22919,5501942982,111569,11171422238,203366,13743760943,423952,17279343329,699080,20404460562,984344,23654775357,1554209,63441814824,79131,53765494218,302237,59206292024,489412,60772082260,868243,62418150618,1225222,63197905743,1407590,63406636513,836181,15032430917,13337,1043947957,72088,3895816472,143755,6102176803,339952,10169322092,563296,13092247868,706232,14354309378,1668757,45134983471,13078,914735275,87813,5553854166,207530,11833578930,579653,26212877310,1051026,37888699443,1374229,42835773906,568821,56810970908,60865,41198210528,174204,51471951681,245241,53692328353,366414,55683108801,468975,56570516103,527929,56831163521,127398000000,57523437154,83031071797,95017277760,112448000000,124328000000,127207000000
2016,NC,4190343,41903,209517,419034,1047586,2095172,3142757,412549,181148,128257,74452,37290,18712,272722000000,42872513591,84772723682,116286000000,177121000000,232738000000,261445000000,3498042,193355000000,36796,18971117529,187398,48607810773,372612,71909314583,916780,117228000000,1826194,161135000000,2730717,185059000000,1200464,1846111744,37642,738439897,158026,1006584819,285290,1168169952,588876,1450548522,896400,1664956184,1058654,1763896041,732346,5493310327,33711,1934386852,135603,3112548112,228414,3740217352,413287,4604769483,576511,5141690190,657783,5345876204,742408,8403202475,12003,1052634082,52491,2546185068,97006,3351805680,217223,4687971567,379662,5990965331,517970,7000163955,632800,11870273869,34474,8057375262,131135,9898115410,213228,10615308602,369809,11399391594,504602,11751511808,570453,11846770275,442110,7474005889,6897,351316901,37991,1666185543,77513,2862206947,184628,5007972786,298098,6430035471,368645,7062663750,878954,20091720319,7468,389406544,49760,2493881595,114784,5194619686,312459,11443885909,556840,16622464360,724822,18922805518,239720,16529744244,25457,10818986730,72500,14189003893,104573,15133940403,158468,16020647244,202686,16437351085,223754,16537856689,34210762582,11518295443,19020751223,23197040758,29188499656,33115183720,34127275481
2016,ND,329052,3291,16453,32905,82263,164526,246789,430039,182382,135944,88623,47905,25396,24297434114,3486868659,6818011887,9368510917,14718056062,20167288065,23117299041,282130,16283638086,2773,988136268,14022,2830520835,28775,4651849268,73416,8737787334,145496,12909057949,218130,15358993028,106905,211885845,3061,76618076,12952,111247824,22490,127423254,45018,155310965,73504,184980008,90770,199105266,70789,332687847,2394,104421925,10025,172994653,17020,204576932,32699,252443738,50882,298165013,61304,317040580,49177,675265794,981,85336209,4365,210449273,7963,283528231,17595,407704308,30711,545693253,39103,615868977,62372,1218969404,2546,718559758,10159,926505082,16528,1001438612,30039,1101425806,45714,1175773952,54536,1202539658,34500,497717206,449,15619904,2633,100740858,5048,165446326,11576,289611553,21303,407974121,27649,460258536,57905,1109079890,549,19751657,3307,120996538,7086,240407740,18067,520049626,34854,859840435,46333,1016012214,27641,1868343245,2280,1166102905,7661,1579941788,11178,1684898341,17431,1796780857,23182,1853375585,25710,1868322013,3241076611,971935744,1601012487,1969123704,2553573068,3037229565,3216525556
2016,OH,5112461,51125,255623,511246,1278115,2556231,3834346,380051,166231,120766,74642,40156,20443,326233000000,48322556403,94994525314,130657000000,202848000000,273371000000,311470000000,4240427,231309000000,45555,21637121739,228953,54319599627,458494,81256560035,1131424,135996000000,2222813,190146000000,3300996,220641000000,1369168,1906021167,45651,638123153,182757,935420775,315981,1103348710,626153,1398793124,975792,1662915330,1187551,1800051030,987710,6674223138,41607,2710496919,162796,4014677938,271573,4644037004,502645,5541209986,740980,6200839159,874745,6479191711,730434,10211334410,16023,1550597072,64897,3582260437,115540,4626074963,244387,6283139766,404610,7814667797,530933,8890312453,786641,10870330119,41454,7291132866,150493,8901617873,240080,9527114592,422007,10282352133,603608,10700085169,701790,10829063235,588018,9230339152,8608,472856399,46827,2059253686,91139,3319433943,214827,5727324015,370275,7665934355,480284,8632238631,1186004,28086721111,9162,483290524,62928,3260001267,137673,6345609092,366822,13952864161,696096,22073604155,950210,26116370289,247323,17846438286,29633,12504714602,80435,15783910318,111552,16604972948,163998,17378037212,208029,17752693590,230402,17857837550,41058174554,13232832829,21420877137,26039313581,33391196032,39096217331,40895855262
2016,OK,1500473,15005,75024,150047,375118,750237,1125355,380599,164847,120187,72640,37427,19108,93734915169,14637876778,28269648354,38685955811,59539355845,79293843952,89697080458,1250226,64558135119,12838,4947275957,65561,13759113694,132488,21439741794,330517,37320064610,655940,52991665916,976402,61559871648,408179,687048004,13254,279298435,55437,383631592,97987,437889342,195796,531772074,296324,610638208,354067,652097858,209763,1534678751,10443,677852482,39321,964977945,63798,1099608275,113565,1293720353,160257,1432470964,186262,1490875360,264431,2828420389,5416,351859903,22344,850917763,39803,1103588078,85967,1529841551,145033,1978021698,192934,2364504573,192157,4390574979,11343,3163095371,40316,3744029307,63079,3957300660,107625,4193319913,148639,4325200175,171031,4370390702,141509,2416923622,2597,134382308,14108,621866631,26609,989114531,58982,1624899051,95548,2077621295,118749,2284394166,306300,6821009596,2917,161704895,20241,971213028,43529,1812238974,109397,3705789865,193172,5493142720,253287,6386358954,93761,5733996112,9821,3848430111,28769,4980138026,40683,5272103551,60953,5583776862,78104,5721628330,86760,5749389252,11123943259,3782764823,6086011319,7413997252,9389780459,10723093125,11090832122
2016,OR,1771741,17717,88587,177174,442935,885871,1328806,425366,189730,136965,82559,42294,21006,124653000000,18761366898,37194523848,51286215293,79191612899,105815000000,119468000000,1431881,82724979976,14833,6976040770,75234,18620862299,150513,28406175231,371534,48193827884,739098,68012555586,1112289,78922787188,534876,1002178168,16205,309403582,68428,477306072,121270,574650503,245572,736131312,382720,877660209,460500,946947877,352300,2655931633,13278,998708858,55380,1473845820,94562,1718447475,177094,2107820133,260305,2416342686,306184,2553066190,277459,4533113350,4555,486894929,21377,1314267197,39577,1809569456,88929,2643782812,155240,3506168274,207882,4086523700,339202,7226092092,14336,4296995205,58099,5686844372,96862,6221222797,175475,6804547105,253548,7107140358,296009,7197228859,212700,3681863260,2985,165231709,16392,761045936,33194,1284397761,80389,2298574244,137915,3091826586,174452,3449310495,357210,9561416523,2862,151422095,18697,1063649852,42581,2312294429,118328,5307669309,220084,7921553340,288539,8991033697,118180,8404815339,10895,4946120174,32873,6884887489,47793,7458605266,73789,8034461294,97107,8323667786,108896,8399341209,15679207931,4883098961,8181078050,10046395648,12895847560,14978449730,15613757643
2016,PA,5649882,56499,282494,564988,1412471,2824941,4237412,447869,191835,137499,82662,42618,20574,406687000000,67506792848,127942000000,173182000000,262332000000,347404000000,391091000000,4613823,284012000000,49838,29468517821,253329,72588166569,506318,106727000000,1247807,173862000000,2459961,238857000000,3652674,273471000000,1871975,3393036852,51537,1418881202,218598,1844622641,391125,2102768505,806919,2561405596,1284788,2985127222,1577543,3206596919,1301969,9213133981,47613,3656716245,194538,5416821611,329688,6270479287,624462,7528911635,937610,8492955153,1120659,8908965343,788952,13516761032,16719,2022541718,71294,4830226415,126789,6312887863,267316,8589000070,447654,10712831967,591775,12174694988,1015048,19531318870,47609,14262819202,181784,16634111300,294180,17537049704,523867,18640499644,757802,19279761978,889364,19479040681,756163,11991713872,9645,577863866,52036,2495052238,104266,4119361982,255955,7299094909,451580,9894348900,592850,11161834584,1344010,28725310103,10392,584401576,63997,3206889572,143393,6558263464,395888,14650617511,752685,22511685133,1026313,26421276110,302185,20663865910,32184,13614398293,90237,17764365137,127035,18827701035,190637,19867304559,248835,20468545889,279981,20657355123,55755146572,18908742834,30429735009,36782183446,46325795364,53465996142,55586089414
